$ DENI 2011 2017-11-13 by 1_CWMS_weather_station_read_plot_v3.py<6 hours of missing data was deleted, >=6 hours missing data filled with LWS_2011_2015_met.csv,,,,,
248.333330,15.42,7.6,0.97,1.94,0,730.89
248.375000,18.17,7.2,1.94,2.3,0,731.19
248.416670,20.36,6.91,1.19,2.54,0,731.79
248.458330,23.72,5.8,1.19,2.82,0,732.59
248.500000,25.72,5.47,1.11,3.63,0,733.29
248.541670,29.11,7.22,0.9,3.14,0,733.89
248.583330,30.05,2.05,1.06,3.34,0,734.69
248.625000,31.66,7.85,0.5,2.19,0,735.39
248.666670,30.61,5.2,0.42,1.85,0,735.99
248.708330,27.77,10.22,0.61,1.75,0,736.39
248.750000,24.72,8.25,0.5,0.54,0,736.89
248.791670,22.22,4.78,1.13,0.29,0,737.29
248.833330,20.58,4.42,1.52,0.19,0,737.79
248.875000,18.85,4.8,1.86,0.47,0,738.29
248.916670,17.66,5.06,1.59,0.45,0,738.89
248.958330,15.44,4.87,1.77,0.3,0,738.89
249.000000,14.85,5.56,1.84,0.39,0,738.79
249.041670,13.45,5.26,1.6,0.56,0,738.49
249.083330,12.1,5.5,2.14,0.37,0,738.09
249.125000,11.63,5.18,1.72,0.25,0,737.49
249.166670,11.38,4.88,1.77,0.34,0,737.09
249.208330,10.85,5.86,1.71,0.31,0,736.39
249.250000,10.37,5.47,2.24,0.4,0,735.99
249.291670,13.46,7.34,1.01,0.6,0,735.89
249.333330,16.42,8.18,1.38,1.93,0,735.79
249.375000,18.83,7.97,1.98,2.35,0,735.79
249.416670,21.33,7.06,1.48,2.33,0,736.39
249.458330,25.05,8.21,1.5,2.62,0,737.09
249.500000,26.94,7.52,1.12,3.28,0,737.49
249.541670,29.72,4.04,1.03,3.68,0,737.89
249.583330,30.27,3,0.93,2.24,0,738.39
249.625000,31.38,1.81,0.86,2.5,0,738.79
249.666670,30.66,4.8,0.43,2.34,0,738.99
249.708330,27,9.84,0.51,1.33,0,739.29
249.750000,24.5,8.77,0.56,5.92,0,739.59
249.791670,22.11,5.36,1.01,0.31,0,739.99
249.833330,20.45,5.83,1.64,0.42,0,740.29
249.875000,19.31,6.32,1.46,0.24,0,740.59
249.916670,17.66,6.62,1.47,0.29,0,740.99
249.958330,15.98,6.3,1.65,0.61,0,740.79
250.000000,14.23,6.81,1.67,0.39,0,740.49
250.041670,14.12,6.5,2.03,0.32,0,740.09
250.083330,13.38,6.16,2.03,0.41,0,739.29
250.125000,12.17,5.88,2.22,0.51,0,738.49
250.166670,11.72,6.21,2.05,0.49,0,737.69
250.208330,11.58,6.18,1.8,0.38,0,736.99
250.250000,10.37,5.91,2.07,0.54,0,736.39
250.291670,13.66,8.38,1.1,0.26,0,735.89
250.333330,16.82,8.43,0.89,1.76,0,735.79
250.375000,19.17,7.97,1.01,2.75,0,735.89
250.416670,20.56,9.82,1.11,3.87,0,736.39
250.458330,23.16,7.81,1.31,3.88,0,736.99
250.500000,26.83,8.46,1,3.53,0,737.29
250.541670,28.44,8.14,1.2,3.78,0,737.59
250.583330,31.05,9.21,0.94,3.85,0,737.99
250.625000,33.05,3.13,0.44,2.27,0,738.39
250.666670,30.05,9.15,0.66,1.63,0,738.69
250.708330,28.05,11.17,0.57,1.77,0,738.89
250.750000,25.94,7.65,0.72,0.44,0,739.19
250.791670,23.5,6.28,1.14,0.17,0,739.49
250.833330,21.16,6.69,1.24,0.41,0,739.79
250.875000,18.91,7,1.37,0.41,0,740.29
250.916670,17.91,7.55,1.34,0.09,0,740.49
250.958330,17.05,7.38,1.76,0.32,0,740.39
251.000000,15.71,6.84,1.82,0.5,0,740.09
251.041670,14.78,6.77,1.75,0.38,0,739.49
251.083330,13.98,6.53,1.67,0.35,0,738.89
251.125000,13.25,6.65,1.89,0.29,0,737.99
251.166670,12.51,6.42,1.74,0.36,0,737.19
251.208330,11.85,6.32,1.75,0.36,0,736.39
251.250000,11.65,6.25,1.54,0.32,0,735.59
251.291670,14,7.73,1.06,0.62,0,735.39
251.333330,16.62,7.12,1.14,2.1,0,735.29
251.375000,19.7,6.15,1.8,2.23,0,735.69
251.416670,21.66,6.54,1.49,2.28,0,736.19
251.458330,24.05,8.22,1.51,2.36,0,736.89
251.500000,26.44,5.57,1.15,3.27,0,737.29
251.541670,30.11,4.6,1.02,3.7,0,737.69
251.583330,31.33,5.94,0.9,3.77,0,738.09
251.625000,31.5,11.62,1.21,3.79,0,738.29
251.666670,31.22,11.75,1,0.1,0,738.49
251.708330,29,9.97,0.5,4.49,0,738.69
251.750000,25.22,9.78,0.72,0.52,0,739.09
251.791670,23.27,4.35,0.83,0.35,0,739.29
251.833330,21.38,4.87,0.85,0.28,0,739.49
251.875000,20.12,3.79,1.21,0.3,0,739.99
251.916670,19.06,3.68,1.35,0.29,0,740.19
251.958330,17.25,3.85,1.38,0.33,0,740.19
252.000000,15.71,4.01,1.66,0.36,0,739.89
252.041670,14.38,4.07,1.84,0.3,0,739.29
252.083330,13.92,3.85,1.35,0.19,0,738.39
252.125000,13.11,4.81,1.74,0.26,0,737.29
252.166670,11.91,4.53,1.77,0.27,0,736.39
252.208330,11.18,4.75,1.78,0.36,0,735.39
252.250000,10.51,4.23,1.68,0.48,0,734.59
252.291670,13.8,6.59,0.8,1.02,0,733.99
252.333330,16.08,7.73,1.39,2.17,0,733.59
252.375000,18.17,7.16,1.51,2.2,0,733.69
252.416670,21.5,6.39,1.55,2.36,0,734.09
252.458330,23.38,7.47,0.94,3.25,0,734.79
252.500000,26.33,7.39,0.97,3.17,0,734.59
252.541670,27.16,4.35,1.09,3.64,0,734.89
252.583330,29.11,3.92,1.08,3.88,0,735.29
252.625000,30.5,8,1.05,3.58,0,735.39
252.666670,31.11,7.47,0.58,3.2,0,735.49
252.708330,27.38,11.37,0.44,1.71,0,735.49
252.750000,24.55,12.72,0.82,0.8,0,735.69
252.791670,23.05,9.17,1.48,0.38,0,735.79
252.833330,22.16,10.99,0.93,5.89,0,735.89
252.875000,19.92,8.69,1.18,6.23,0,736.09
252.916670,20.13,9.92,1.48,0.59,0,736.39
252.958330,18.86,8.92,1.29,0.28,0,736.09
253.000000,17.86,9.23,1.47,0.21,0,735.99
253.041670,16.58,9.01,1.79,0.3,0,735.29
253.083330,15.32,8.84,1.81,0.31,0,734.39
253.125000,14.52,8.57,1.74,0.27,0,733.39
253.166670,13.51,7.95,1.73,0.45,0,732.49
253.208330,12.17,8.2,1.65,0.54,0,731.49
253.250000,13.06,7.74,1.85,0.2,0,730.79
253.291670,15.01,9.86,0.86,0.55,0,730.29
253.333330,17.56,10.24,1.2,2.35,0,730.09
253.375000,19.22,10.68,1.07,3.1,0,730.09
253.416670,21.88,8.91,1.56,2.39,0,730.69
253.458330,24.44,7.93,0.94,3.53,0,731.39
253.500000,27.11,9.11,1.01,3.2,0,731.79
253.541670,30.16,8.46,0.86,3.51,0,732.19
253.583330,32.44,9.21,0.74,3.58,0,732.49
253.625000,31,8.7,0.75,2.58,0,732.69
253.666670,31.22,12.12,0.54,1.96,0,732.59
253.708330,29,11.68,0.83,1.33,0,732.79
253.750000,25.66,11.91,0.47,5.85,0,733.09
253.791670,23.5,8.15,1.54,0.44,0,733.19
253.833330,22.16,7.88,1.4,0.29,0,733.39
253.875000,20.46,7.7,1.31,0.26,0,733.79
253.916670,19.58,7.22,1.6,0.17,0,733.99
253.958330,18.26,7.49,1.61,0.43,0,733.99
254.000000,17.18,7.76,1.54,0.38,0,733.79
254.041670,15.64,7.88,1.56,0.31,0,733.29
254.083330,15.52,9.04,1.56,0.22,0,732.59
254.125000,14.12,7.55,1.93,0.44,0,731.89
254.166670,13.45,7.16,1.5,0.32,0,731.29
254.208330,12.71,7.26,1.85,0.51,0,730.39
254.250000,13.39,7.43,1.77,0.21,0,729.79
254.291670,14.54,8.62,1.18,0.64,0,729.49
254.333330,17.43,9.22,1.43,2.09,0,729.49
254.375000,20.03,9.03,1.89,2.08,0,729.79
254.416670,22.66,8.35,2.07,2.14,0,730.49
254.458330,25,9.14,1.83,2.29,0,731.29
254.500000,27.77,8.4,1.51,2.35,0,731.89
254.541670,30.66,7.61,0.94,2.63,0,732.29
254.583330,31.38,7.44,0.93,3.25,0,732.69
254.625000,32.27,8.82,0.67,3.92,0,733.09
254.666670,30.33,11.96,0.51,1.97,0,733.49
254.708330,27.38,11.53,0.73,1.1,0,733.99
254.750000,25.72,11.03,0.5,0.65,0,734.49
254.791670,23.16,6.28,1.54,0.3,0,734.79
254.833330,21.33,6.21,1.48,0.27,0,735.09
254.875000,19.85,7.68,1.42,0.3,0,735.49
254.916670,19.12,7.4,1.47,0.18,0,735.89
254.958330,18.06,7.11,1.44,0.39,0,735.99
255.000000,16.85,7.25,1.43,0.24,0,735.79
255.041670,15.78,7.18,1.71,0.54,0,735.49
255.083330,14.18,6.85,2.05,0.39,0,734.79
255.125000,14.25,6.88,1.87,0.43,0,733.99
255.166670,12.91,7.21,1.83,0.62,0,733.39
255.208330,12.3,6.39,1.87,0.49,0,732.69
255.250000,12.66,7.36,1.79,0.27,0,732.09
255.291670,14,7.98,1.27,0.34,0,731.79
255.333330,16.76,9.51,1.45,2.07,0,731.89
255.375000,18.89,9.13,1.68,2.23,0,732.09
255.416670,21.33,8.92,1.64,2.3,0,732.89
255.458330,24.44,11.44,1.24,2.78,0,733.49
255.500000,27.33,8.61,0.96,3.36,0,733.99
255.541670,29.44,8.75,0.87,3.52,0,734.39
255.583330,31.05,8.74,0.85,3.58,0,734.69
255.625000,30.27,9.23,0.87,2.04,0,734.99
255.666670,33.22,5.26,0.99,4.09,0,735.29
255.708330,31.27,4.23,0.38,0.25,0,735.49
255.750000,25.83,6.45,0.35,5.95,0,735.89
255.791670,23.44,5.48,0.5,6.19,0,736.09
255.833330,21.38,5.06,1.08,0.35,0,736.39
255.875000,19.78,5.66,1.4,0.36,0,736.69
255.916670,19.18,5.58,1.49,0.33,0,736.99
255.958330,17.18,6.15,1.26,0.19,0,736.79
256.000000,15.44,6.18,1.34,0.42,0,736.69
256.041670,15.04,6.66,1.48,0.35,0,736.29
256.083330,13.85,6.42,1.61,0.29,0,735.69
256.125000,13.98,6.81,1.61,0.38,0,734.99
256.166670,12.71,6.63,1.79,0.44,0,734.29
256.208330,12.85,6.83,1.72,0.37,0,733.39
256.250000,12.12,6.7,1.59,0.36,0,732.89
256.291670,14.27,8.22,1.02,0.96,0,732.49
256.333330,16.89,9.18,1.39,2.1,0,732.49
256.375000,19.02,9.04,1.72,2.27,0,732.59
256.416670,21.5,8.94,1.94,2.19,0,732.89
256.458330,24.11,8.08,1.69,2.22,0,733.39
256.500000,25.72,9.78,1.3,3.66,0,733.69
256.541670,28.88,10.56,0.9,2.87,0,733.79
256.583330,31,3.53,0.82,2.28,0,734.09
256.625000,32.22,3.15,2.03,4.14,0,734.19
256.666670,31.94,3.45,2,5.17,0,734.29
256.708330,30.33,4.63,0.86,4.99,0,734.39
256.750000,24.94,5.65,0.76,0.62,0,734.49
256.791670,22.05,4.37,1.02,0.3,0,734.59
256.833330,20.31,4.93,1.08,0.26,0,734.69
256.875000,18.37,5.25,1.15,0.3,0,734.89
256.916670,17.66,5.67,1.48,0.23,0,734.99
256.958330,15.98,5.96,1.47,0.47,0,734.89
257.000000,15.44,5.91,1.75,0.36,0,734.29
257.041670,13.98,6.32,1.75,0.68,0,733.79
257.083330,14.25,6.61,1.8,0.24,0,732.89
257.125000,12.64,5.86,1.69,0.37,0,731.89
257.166670,12.85,6.24,2.05,0.36,0,730.89
257.208330,11.85,6.01,2.39,0.49,0,730.09
257.250000,11.85,6.28,2.05,0.29,0,729.29
257.291670,13.8,7.97,0.93,0.64,0,728.79
257.333330,16.22,8.33,0.89,2.15,0,728.39
257.375000,18.76,8.86,2.07,2.2,0,728.39
257.416670,21.22,7.96,1.72,2.41,0,728.59
257.458330,24.33,7.05,1.19,2.52,0,728.79
257.500000,26.33,7.71,1.11,3.14,0,728.99
257.541670,29.33,8.9,0.95,3.2,0,728.99
257.583330,30.88,6.67,0.89,3.43,0,729.19
257.625000,31.5,7.45,0.68,3.66,0,729.29
257.666670,29.22,7.81,0.56,1.63,0,728.99
257.708330,28.66,7.78,0.29,1.3,0,729.29
257.750000,25.11,6.77,1.06,0.3,0,729.39
257.791670,22.27,6.12,1.45,0.23,0,729.79
257.833330,19.71,5.93,1.08,0.32,0,729.99
257.875000,17.97,6.56,1.52,0.36,0,730.99
257.916670,18.53,6.99,1.3,0.29,0,730.89
257.958330,17.46,7.76,1.49,0.24,0,731.19
258.000000,16.11,7.14,1.86,0.5,0,731.89
258.041670,15.92,7.97,1.18,0.92,0,731.19
258.083330,14.65,7.5,1.34,0.43,0,731.89
258.125000,14.99,7.56,1.43,0.29,0,731.29
258.166670,14.32,7.77,1.33,0.31,7.5,730.79
258.208330,14.52,8.25,1.2,0.46,10,730.39
258.250000,14.66,7.76,1.02,6.23,10,730.29
258.291670,15.87,9.25,0.57,1.48,10,729.99
258.333330,15.4,9.23,1.2,0.45,7.5,730.39
258.375000,14.46,11.95,0.81,0.51,7.5,730.49
258.416670,14.93,10.9,1.95,1.28,7.5,730.99
258.458330,17.09,11.82,0.56,3.16,10,731.79
258.500000,19.29,12.27,1.11,3.1,0,731.99
258.541670,19.89,12.35,1.33,0.02,2,732.39
258.583330,19.41,10.55,2.09,5.9,2,732.69
258.625000,20.21,10.73,1.12,4.44,2,732.99
258.666670,21.22,10.5,1.27,3.89,0,732.99
258.708330,20.47,7.45,2.07,5,0,733.19
258.750000,19.53,6.26,1.72,5.33,4.4,733.59
258.791670,16.85,6.53,1.6,0.33,0,733.69
258.833330,15.25,7.33,1.33,0.13,0,733.89
258.875000,14.32,7.14,1.09,0.33,0,734.19
258.916670,12.44,6.94,1.85,0.31,4.4,734.49
258.958330,12.71,7.43,1.52,0.37,0,734.39
259.000000,11.98,7.46,1.57,0.32,0,733.99
259.041670,11.72,7.2,1.65,0.51,10,733.69
259.083330,11.25,7.33,1.48,0.33,0,733.19
259.125000,11.78,7.28,1.1,0.79,0,732.69
259.166670,12.05,7.66,0.87,0.46,0,732.39
259.208330,10.78,7.31,1.51,0.47,0,731.79
259.250000,10.11,7.18,1.59,0.3,0,731.69
259.291670,11.87,8.14,1.28,0.53,0,731.39
259.333330,15.16,9.38,0.61,2.75,0,731.29
259.375000,17.83,7.38,0.86,3.27,0,731.29
259.416670,18.22,6.69,0.84,3.63,2,731.99
259.458330,19.82,6.84,1.17,3.3,4.4,732.49
259.500000,19.81,6.05,1.26,3.1,7.5,732.89
259.541670,19.6,5.58,2.22,5.08,4.4,733.09
259.583330,21.22,5.72,1.44,4.09,0,733.49
259.625000,20.14,5.72,1.55,0.39,0,733.89
259.666670,20.14,5.31,1.68,6.02,0,734.59
259.708330,19.47,6.36,0.65,0.45,0,734.89
259.750000,17.39,6.76,1.38,0.3,0,735.39
259.791670,15.65,7.46,1.94,0.06,7.5,735.79
259.833330,14.92,6.47,1.59,0.43,0,736.29
259.875000,14.45,7.17,1.71,0.23,0,736.79
259.916670,13.18,6.47,1.51,0.3,0,737.29
259.958330,12.25,6.46,1.86,0.46,0,737.39
260.000000,11.11,6.66,2.1,0.41,4.4,737.39
260.041670,10.37,6.48,1.98,0.34,0,737.19
260.083330,9.57,6.17,2.46,0.26,0,736.59
260.125000,8.97,5.86,2.09,0.21,0,736.39
260.166670,8.31,5.42,2.06,0.4,0,736.49
260.208330,6.76,4.54,1.74,0.42,0,736.39
260.250000,7.03,5.23,1.55,0.4,0,736.09
260.291670,10.06,6.55,0.81,0.22,0,735.99
260.333330,11.2,7.41,0.6,3.5,0,735.79
260.375000,13.68,7.57,0.95,3.48,0,735.89
260.416670,15.62,6.92,0.95,3.01,0,736.39
260.458330,18.5,3.51,1.03,3.82,0,737.09
260.500000,19.76,2.29,1.73,4.97,2,736.69
260.541670,19.08,1.13,4.22,4.33,0,736.79
260.583330,19.4,2.46,2.94,4.41,7.5,737.19
260.625000,19.6,3.28,2.74,4.38,10,737.49
260.666670,19.27,3.3,1.45,4.06,10,737.89
260.708330,18.12,4.96,0.71,0.5,10,738.39
260.750000,17.74,4.68,1.44,0.25,10,738.79
260.791670,16.6,4.65,0.93,0.12,10,739.09
260.833330,17.07,5.89,1.27,3.89,10,739.09
260.875000,15.39,5.35,1.08,0.28,10,739.39
260.916670,15.06,5.53,1.24,0.36,10,739.39
260.958330,14.73,6.17,0.88,0.64,10,739.59
261.000000,14.33,6.35,1.28,0.42,10,739.79
261.041670,13.2,8.08,2.06,0.33,10,739.69
261.083330,11.78,10.05,1.76,0.46,10,739.59
261.125000,11.58,10.22,1.28,0.38,10,738.99
261.166670,11.45,10.53,1.22,0.47,10,738.09
261.208330,11.65,10.4,1.31,0.29,10,737.59
261.250000,11.85,10.81,1.03,0.42,10,737.29
261.291670,12.12,10.57,1.11,0.27,10,736.99
261.333330,13.53,11.36,0.78,2.86,10,736.49
261.375000,14.27,10.53,1.5,2.54,0,736.49
261.416670,15.81,11.03,1.77,2.47,10,736.69
261.458330,17.69,11.67,1.85,2.39,2,736.99
261.500000,19.49,11.32,1.51,2.64,2,736.79
261.541670,19.68,11.15,1.24,3.83,3.2,736.59
261.583330,21.16,11.62,1.12,4.02,4.4,736.79
261.625000,21.77,10.8,1.04,3.39,2.2,736.49
261.666670,21.66,12.51,1.17,2.49,0,736.29
261.708330,19.67,11.65,0.69,1.34,0,736.39
261.750000,17.66,11.56,1.24,0.24,2,736.29
261.791670,17.32,11.17,1.22,0.25,0,736.69
261.833330,15.66,11.09,1,0.65,7.5,736.49
261.875000,14.32,10.99,1.64,0.47,10,736.49
261.916670,14.18,10.92,1.76,0.4,10,736.89
261.958330,13.92,10.85,1.53,0.3,7.5,737.29
262.000000,13.8,12.31,1.22,0.11,7.5,737.19
262.041670,13.13,12.06,1.39,0.32,7.5,737.29
262.083330,13.26,12.48,1.18,0.55,0,737.29
262.125000,12.66,11.88,1.1,0.36,2,737.29
262.166670,12.46,11.55,1.25,0.32,2,737.19
262.208330,12.92,12.05,1.18,0.27,0,736.99
262.250000,13.46,12.5,0.91,0.19,7.5,736.79
262.291670,14.13,12.92,0.58,0.59,10,736.89
262.333330,15.95,13.12,0.88,2.45,2,736.99
262.375000,16.02,13.02,0.77,3.19,7.5,737.19
262.416670,18.49,12.31,0.85,3.04,0,737.49
262.458330,21.72,9.5,6.08,4.31,0,737.89
262.500000,22.05,7.72,3.88,4.47,0,738.29
262.541670,22.77,4.76,5.57,4.36,0,738.59
262.583330,23.27,3.69,4.23,4.28,0,738.89
262.625000,23.44,5.46,3.78,4.36,0,739.09
262.666670,24.16,4.55,2.64,4.36,0,739.29
262.708330,22.5,6.3,0.82,4.61,2,739.49
262.750000,17.77,9.33,0.67,0.64,0,739.59
262.791670,15.57,5.97,1.76,0.4,0,739.89
262.833330,14.37,6.42,1.32,0.3,0,740.09
262.875000,13.18,6.66,1.32,0.56,0,740.39
262.916670,11.3,6.36,1.9,0.42,0,740.59
262.958330,10.51,6.46,1.66,0.4,0,740.69
263.000000,10.37,6.9,1.83,0.38,0,740.49
263.041670,9.37,6.79,1.91,0.42,0,739.99
263.083330,8.83,6.74,2.03,0.39,0,739.19
263.125000,9.11,6.69,1.84,0.38,0,738.39
263.166670,7.57,5.58,2,0.48,0,737.89
263.208330,7.23,5.99,1.74,0.52,0,737.39
263.250000,7.77,5.81,1.69,0.45,0,736.89
263.291670,9.39,6.77,1.61,0.43,0,736.39
263.333330,12.41,7.67,1.9,2.28,0,736.29
263.375000,13.62,7.2,0.92,2.69,0,736.39
263.416670,16.62,6.9,1.16,3.82,0,736.69
263.458330,18.83,6.78,1.57,3.96,0,737.09
263.500000,20.76,6.96,1.61,3.82,0,737.29
263.541670,23.22,6.14,1.45,3.8,0,737.49
263.583330,25.11,10.01,1.54,3.09,0,737.79
263.625000,23.55,2.03,1.37,2.57,0,737.79
263.666670,22.33,8.13,1.13,2.2,0,737.99
263.708330,21.06,7.92,0.71,1.27,0,738.19
263.750000,17.77,5.02,0.89,0.1,0,738.49
263.791670,16.18,4.6,1.56,0.24,0,738.79
263.833330,14.1,4.57,0.99,0.29,0,738.89
263.875000,12.57,5.66,1.65,0.38,0,739.29
263.916670,11.77,5.18,1.84,0.3,0,739.59
263.958330,10.51,5.19,2.04,0.45,0,739.49
264.000000,10.51,5.23,2.07,0.4,0,739.09
264.041670,9.03,4.88,2.19,0.5,0,738.59
264.083330,8.51,5.02,1.83,0.39,0,737.89
264.125000,8.65,5.34,2.21,0.41,0,737.09
264.166670,8.04,4.73,1.96,0.4,0,736.29
264.208330,7.5,4.49,2.14,0.38,0,735.79
264.250000,6.57,4.28,2.07,0.34,0,735.19
264.291670,9.06,5.28,1.65,0.42,0,734.69
264.333330,12.55,6.74,1.35,2.38,0,734.29
264.375000,14.15,6.33,1.49,2.51,0,734.29
264.416670,17.3,6.2,0.94,2.29,0,734.69
264.458330,19.17,7.05,1.21,2.35,0,735.09
264.500000,22.33,6.71,1.53,2.65,0,735.29
264.541670,22.27,7.8,1.1,3.26,0,735.49
264.583330,23.72,6.55,1.1,2.6,0,735.89
264.625000,25.27,4.76,0.85,2.38,0,736.09
264.666670,26.38,7.91,0.42,3.28,0,736.29
264.708330,22.11,9.75,0.19,1.59,0,736.29
264.750000,19.65,7.76,0.97,0.25,0,736.49
264.791670,17.38,5.81,1.48,0.12,0,736.59
264.833330,15.57,5.66,1.23,0.18,0,736.79
264.875000,13.71,5.97,1.81,0.25,0,737.19
264.916670,12.91,5.7,1.94,0.4,0,737.59
264.958330,12.45,6.01,1.8,0.3,0,737.49
265.000000,11.52,5.79,1.93,0.46,0,737.49
265.041670,10.64,5.34,2.42,0.53,0,737.09
265.083330,9.97,5.3,2.06,0.3,0,736.39
265.125000,9.71,5.86,1.93,0.4,0,735.29
265.166670,8.31,5.37,2.16,0.58,0,734.49
265.208330,8.91,5.97,1.64,0.39,0,733.89
265.250000,8.51,5.08,2.17,0.32,0,733.59
265.291670,9.85,6.2,1.54,0.45,0,733.49
265.333330,13.48,7.64,1.05,1.77,0,733.49
265.375000,15.96,7.75,1.72,2.26,0,733.99
265.416670,19.31,7.31,1.3,2.48,0,734.69
265.458330,20.97,7.19,1.47,2.3,0,735.39
265.500000,23.38,8.86,1.43,3.21,0,735.79
265.541670,25.11,8.11,0.99,2.42,0,736.49
265.583330,27.5,7.3,0.75,2.8,0,736.99
265.625000,27.22,11.8,0.76,1.81,0,737.09
265.666670,25.27,11.21,1.34,2.05,0,737.39
265.708330,23.77,11.89,0.8,1.36,0,737.39
265.750000,21.5,10.85,0.5,5.79,0,737.49
265.791670,20.05,8.73,1.32,0.25,0,737.79
265.833330,18.19,7.57,1.27,0.28,0,737.89
265.875000,17.32,8.68,1.2,0.12,0,738.29
265.916670,16.46,8.55,1.68,0.41,0,738.39
265.958330,16.13,10.32,0.83,1.19,0,738.19
266.000000,14.72,8.47,1.35,0.5,0,737.89
266.041670,13.78,8.09,1.64,0.29,0,737.49
266.083330,12.65,7.76,1.9,0.47,0,736.59
266.125000,12.12,7.81,1.88,0.41,0,735.89
266.166670,11.85,8.03,1.84,0.51,0,735.09
266.208330,10.98,7.11,1.73,0.49,0,734.49
266.250000,11.38,7.65,1.5,0.25,0,733.79
266.291670,12.46,8.33,1.05,0.28,0,733.19
266.333330,15.75,9.3,1.27,1.94,0,732.89
266.375000,18.3,9.44,1.78,2.41,0,733.09
266.416670,20.7,8.28,1.31,2.42,0,733.39
266.458330,23,8.18,1.84,2.29,0,733.59
266.500000,26.16,7.11,1.49,2.43,0,734.09
266.541670,27.88,9.84,0.78,3.52,0,734.39
266.583330,28.88,8.27,0.77,2.95,0,734.19
266.625000,27.77,9.37,1,2.11,0,734.29
266.666670,27.05,9.69,1.17,1.86,0,734.19
266.708330,25.11,11.15,0.66,1.26,0,733.99
266.750000,22.38,9.48,0.63,6.26,0,734.29
266.791670,20.78,7.7,1.38,0.23,0,734.19
266.833330,18.44,6.92,1.7,0.38,0,734.49
266.875000,17.66,7.12,1.58,0.4,0,734.29
266.916670,16.11,6.87,1.57,0.38,0,734.39
266.958330,15.05,7.12,1.87,0.47,0,734.09
267.000000,15.12,7.17,2.07,0.33,0,733.39
267.041670,13.85,7.16,2.06,0.4,0,732.49
267.083330,12.91,7.33,1.89,0.27,0,731.49
267.125000,12.45,7.24,1.61,0.22,0,730.09
267.166670,11.38,6.58,1.74,0.45,0,728.79
267.208330,11.05,7.49,1.65,0.3,0,727.69
267.250000,11.78,6.27,2.34,0.26,0,726.69
267.291670,12.12,7.65,1.34,0.12,0,725.69
267.333330,15.68,8.07,0.91,1.58,0,725.39
267.375000,18.5,8.43,1.77,2.37,0,725.49
267.416670,21.77,8.9,1.52,2.62,0,725.69
267.458330,24.05,8.01,1.62,2.36,0,725.79
267.500000,26.38,7.56,1.81,2.25,0,725.79
267.541670,28.44,7.64,1.61,2.32,0,725.69
267.583330,31.11,7.94,1.28,2.33,0,725.69
267.625000,31.72,8.41,1.13,2.34,0,725.69
267.666670,29.05,10.41,0.51,2.32,0,726.09
267.708330,28.33,9.75,0.86,0.54,0,725.99
267.750000,24.38,9.61,1.12,0.23,0,726.59
267.791670,22.27,8.03,1.43,0.36,0,726.89
267.833330,20.25,7.67,1.71,0.32,0,727.39
267.875000,19.25,9.03,1.73,0.16,0,727.79
267.916670,18.33,8.47,1.33,0.36,0,727.99
267.958330,16.98,8.45,1.73,0.45,0,728.19
268.000000,15.98,9.23,1.62,0.76,0,728.19
268.041670,14.72,7.72,1.43,0.26,0,728.99
268.083330,14.45,7.95,1.8,0.39,0,729.19
268.125000,13.31,7.46,1.5,0.61,0,729.49
268.166670,13.58,7.65,1.02,0.2,0,730.09
268.208330,12.32,7.44,1.63,0.28,0,730.79
268.250000,12.52,7.16,1.22,0.3,0,731.09
268.291670,14.07,8.9,0.99,1.41,0,731.29
268.333330,15.68,9.35,1.37,2.07,0,731.79
268.375000,16.55,8.34,1.59,2.01,0,732.49
268.416670,18.3,8.73,1.09,1.84,0,733.39
268.458330,18.68,9.58,1.9,4.29,0,734.79
268.500000,20.1,9.21,1.94,4.27,0,735.09
268.541670,23,6.15,1.61,4.8,4.4,735.39
268.583330,22.5,5.86,3.17,5.14,2,735.69
268.625000,21.66,6.48,1.77,0.11,10,735.89
268.666670,21.27,6.55,1.95,4.46,10,736.29
268.708330,19.73,6.15,1.99,5.29,10,736.49
268.750000,18.53,5.35,2.3,5.13,10,736.29
268.791670,16.85,6.53,2.35,5.21,10,736.59
268.833330,12.77,11.09,0.59,5.91,10,736.69
268.875000,11.63,10.75,0.83,0.56,10,736.89
268.916670,11.78,10.88,0.72,0.45,10,737.49
268.958330,12.05,10.89,0.93,3.68,10,737.19
269.000000,12.12,11.21,0.91,5.93,0,737.09
269.041670,11.31,10.62,1.18,0.37,0,736.69
269.083330,11.11,9.95,1.57,0.46,0,736.19
269.125000,10.64,9.81,1.38,0.37,0,735.69
269.166670,10.65,9.88,1.47,0.57,4.4,735.19
269.208330,10.98,10.01,1.33,0.37,7.5,734.49
269.250000,10.78,9.31,1.83,0.53,10,733.79
269.291670,11.19,9.35,2.26,0.24,2,733.49
269.333330,12.67,10.23,1.56,0.66,0,733.49
269.375000,15.01,10.68,1.62,2.48,2,733.39
269.416670,15.88,9.83,0.87,3.81,2,733.59
269.458330,17.55,10.38,1.16,3.78,0,733.59
269.500000,18.48,11.08,1.88,3.94,0,733.79
269.541670,20.02,11.48,1.4,3.8,0,733.99
269.583330,22.33,11.6,1,3.56,7.5,734.19
269.625000,21.88,12.16,1.01,2.86,7.5,734.49
269.666670,20.12,13.16,1,2.29,4.4,734.99
269.708330,20.18,14.39,0.2,1.07,0,735.19
269.750000,18.73,11.13,1.1,0.19,2,735.39
