                    JDAY,WB,VOLIN(m3),VOLPR(m3),VOLOUT(m3),VOLWD(m3),VOLEV(m3),VOLDT(m3),VOLTRB(m3),VOLICE(m3),%VOLerror
 42021.000,   1,  0.69750245E+12,   0.00000000E+00,  -0.72984000E+12,   0.00000000E+00,   0.00000000E+00,   0.24470171E+11,   0.78831862E+10,   0.00000000E+00,  -0.83676199E-06,
 42021.999,   1,  0.69792814E+12,   0.00000000E+00,  -0.73028499E+12,   0.00000000E+00,   0.00000000E+00,   0.24488115E+11,   0.78900238E+10,   0.00000000E+00,  -0.61045927E-06,
 42022.999,   1,  0.69836411E+12,   0.00000000E+00,  -0.73073473E+12,   0.00000000E+00,   0.00000000E+00,   0.24495769E+11,   0.78998559E+10,   0.00000000E+00,  -0.52988193E-06,
 42023.999,   1,  0.69876913E+12,   0.00000000E+00,  -0.73116961E+12,   0.00000000E+00,   0.00000000E+00,   0.24506958E+11,   0.79136159E+10,   0.00000000E+00,  -0.65857572E-06,
 42024.999,   1,  0.69916667E+12,   0.00000000E+00,  -0.73161351E+12,   0.00000000E+00,   0.00000000E+00,   0.24537501E+11,   0.79277704E+10,   0.00000000E+00,  -0.70232762E-06,
 42025.999,   1,  0.69960754E+12,   0.00000000E+00,  -0.73209251E+12,   0.00000000E+00,   0.00000000E+00,   0.24570676E+11,   0.79402732E+10,   0.00000000E+00,  -0.52830480E-06,
 42027.000,   1,  0.70007812E+12,   0.00000000E+00,  -0.73260147E+12,   0.00000000E+00,   0.00000000E+00,   0.24603442E+11,   0.79515892E+10,   0.00000000E+00,  -0.41347060E-06,
 42027.999,   1,  0.70054683E+12,   0.00000000E+00,  -0.73309491E+12,   0.00000000E+00,   0.00000000E+00,   0.24617453E+11,   0.79618166E+10,   0.00000000E+00,  -0.43418639E-06,
 42028.999,   1,  0.70098516E+12,   0.00000000E+00,  -0.73355261E+12,   0.00000000E+00,   0.00000000E+00,   0.24623635E+11,   0.79712367E+10,   0.00000000E+00,  -0.48574163E-06,
 42029.999,   1,  0.70139466E+12,   0.00000000E+00,  -0.73398354E+12,   0.00000000E+00,   0.00000000E+00,   0.24630761E+11,   0.79802160E+10,   0.00000000E+00,  -0.58510515E-06,
 42030.999,   1,  0.70179599E+12,   0.00000000E+00,  -0.73441636E+12,   0.00000000E+00,   0.00000000E+00,   0.24651832E+11,   0.79888528E+10,   0.00000000E+00,  -0.62215734E-06,
 42032.000,   1,  0.70221682E+12,   0.00000000E+00,  -0.73487037E+12,   0.00000000E+00,   0.00000000E+00,   0.24681600E+11,   0.79971836E+10,   0.00000000E+00,  -0.53057691E-06,
 42032.999,   1,  0.70266458E+12,   0.00000000E+00,  -0.73535120E+12,   0.00000000E+00,   0.00000000E+00,   0.24710525E+11,   0.80050253E+10,   0.00000000E+00,  -0.47834367E-06,
 42034.000,   1,  0.70311029E+12,   0.00000000E+00,  -0.73583586E+12,   0.00000000E+00,   0.00000000E+00,   0.24740999E+11,   0.80121088E+10,   0.00000000E+00,  -0.50678938E-06,
 42035.000,   1,  0.70355896E+12,   0.00000000E+00,  -0.73632654E+12,   0.00000000E+00,   0.00000000E+00,   0.24774146E+11,   0.80186659E+10,   0.00000000E+00,  -0.53080755E-06,
 42036.000,   1,  0.70402120E+12,   0.00000000E+00,  -0.73682869E+12,   0.00000000E+00,   0.00000000E+00,   0.24801849E+11,   0.80250146E+10,   0.00000000E+00,  -0.66806135E-06,
 42037.000,   1,  0.70448917E+12,   0.00000000E+00,  -0.73733025E+12,   0.00000000E+00,   0.00000000E+00,   0.24826635E+11,   0.80312290E+10,   0.00000000E+00,  -0.76574805E-06,
 42037.999,   1,  0.70498254E+12,   0.00000000E+00,  -0.73785192E+12,   0.00000000E+00,   0.00000000E+00,   0.24850943E+11,   0.80374066E+10,   0.00000000E+00,  -0.63997545E-06,
 42038.999,   1,  0.70547374E+12,   0.00000000E+00,  -0.73836567E+12,   0.00000000E+00,   0.00000000E+00,   0.24868122E+11,   0.80437676E+10,   0.00000000E+00,  -0.61900807E-06,
 42039.999,   1,  0.70595642E+12,   0.00000000E+00,  -0.73886988E+12,   0.00000000E+00,   0.00000000E+00,   0.24888608E+11,   0.80506058E+10,   0.00000000E+00,  -0.48915977E-06,
 42040.999,   1,  0.70646019E+12,   0.00000000E+00,  -0.73940767E+12,   0.00000000E+00,   0.00000000E+00,   0.24919767E+11,   0.80582754E+10,   0.00000000E+00,  -0.39490023E-06,
 42042.000,   1,  0.70697299E+12,   0.00000000E+00,  -0.73995023E+12,   0.00000000E+00,   0.00000000E+00,   0.24941507E+11,   0.80665201E+10,   0.00000000E+00,  -0.36051067E-06,
 42042.999,   1,  0.70748869E+12,   0.00000000E+00,  -0.74049819E+12,   0.00000000E+00,   0.00000000E+00,   0.24963973E+11,   0.80750704E+10,   0.00000000E+00,  -0.36725183E-06,
 42043.999,   1,  0.70802092E+12,   0.00000000E+00,  -0.74108093E+12,   0.00000000E+00,   0.00000000E+00,   0.25004503E+11,   0.80845258E+10,   0.00000000E+00,  -0.39357616E-06,
 42044.999,   1,  0.70854874E+12,   0.00000000E+00,  -0.74164258E+12,   0.00000000E+00,   0.00000000E+00,   0.25025754E+11,   0.80948258E+10,   0.00000000E+00,  -0.44629753E-06,
 42046.000,   1,  0.70907103E+12,   0.00000000E+00,  -0.74219783E+12,   0.00000000E+00,   0.00000000E+00,   0.25044607E+11,   0.81055171E+10,   0.00000000E+00,  -0.47801067E-06,
 42046.999,   1,  0.70961073E+12,   0.00000000E+00,  -0.74278667E+12,   0.00000000E+00,   0.00000000E+00,   0.25087126E+11,   0.81164290E+10,   0.00000000E+00,  -0.39185306E-06,
 42048.000,   1,  0.71018519E+12,   0.00000000E+00,  -0.74340443E+12,   0.00000000E+00,   0.00000000E+00,   0.25123852E+11,   0.81271333E+10,   0.00000000E+00,  -0.32376122E-06,
 42048.999,   1,  0.71075666E+12,   0.00000000E+00,  -0.74401684E+12,   0.00000000E+00,   0.00000000E+00,   0.25153103E+11,   0.81374216E+10,   0.00000000E+00,  -0.32678093E-06,
 42049.999,   1,  0.71127868E+12,   0.00000000E+00,  -0.74457669E+12,   0.00000000E+00,   0.00000000E+00,   0.25177559E+11,   0.81473914E+10,   0.00000000E+00,  -0.34968488E-06,
 42051.000,   1,  0.71179845E+12,   0.00000000E+00,  -0.74513851E+12,   0.00000000E+00,   0.00000000E+00,   0.25207879E+11,   0.81567745E+10,   0.00000000E+00,  -0.35290684E-06,
 42051.999,   1,  0.71233718E+12,   0.00000000E+00,  -0.74571782E+12,   0.00000000E+00,   0.00000000E+00,   0.25241514E+11,   0.81655214E+10,   0.00000000E+00,  -0.34190614E-06,
 42052.999,   1,  0.71288428E+12,   0.00000000E+00,  -0.74628782E+12,   0.00000000E+00,   0.00000000E+00,   0.25260944E+11,   0.81738769E+10,   0.00000000E+00,  -0.29334009E-06,
 42053.999,   1,  0.71344296E+12,   0.00000000E+00,  -0.74687198E+12,   0.00000000E+00,   0.00000000E+00,   0.25279722E+11,   0.81819018E+10,   0.00000000E+00,  -0.29751371E-06,
 42055.000,   1,  0.71399996E+12,   0.00000000E+00,  -0.74745931E+12,   0.00000000E+00,   0.00000000E+00,   0.25295217E+11,   0.81894863E+10,   0.00000000E+00,  -0.38017337E-06,
 42055.999,   1,  0.71454997E+12,   0.00000000E+00,  -0.74804040E+12,   0.00000000E+00,   0.00000000E+00,   0.25315087E+11,   0.81963737E+10,   0.00000000E+00,  -0.45345746E-06,
 42057.000,   1,  0.71510317E+12,   0.00000000E+00,  -0.74861895E+12,   0.00000000E+00,   0.00000000E+00,   0.25339496E+11,   0.82028079E+10,   0.00000000E+00,  -0.37332467E-06,
 42058.000,   1,  0.71564366E+12,   0.00000000E+00,  -0.74918570E+12,   0.00000000E+00,   0.00000000E+00,   0.25360716E+11,   0.82090833E+10,   0.00000000E+00,  -0.38721132E-06,
 42058.999,   1,  0.71616036E+12,   0.00000000E+00,  -0.74973908E+12,   0.00000000E+00,   0.00000000E+00,   0.25388331E+11,   0.82152121E+10,   0.00000000E+00,  -0.46436019E-06,
 42059.999,   1,  0.71667853E+12,   0.00000000E+00,  -0.75027992E+12,   0.00000000E+00,   0.00000000E+00,   0.25407575E+11,   0.82211574E+10,   0.00000000E+00,  -0.45904260E-06,
 42060.999,   1,  0.71719114E+12,   0.00000000E+00,  -0.75079894E+12,   0.00000000E+00,   0.00000000E+00,   0.25408780E+11,   0.82268090E+10,   0.00000000E+00,  -0.49420814E-06,
 42062.000,   1,  0.71766727E+12,   0.00000000E+00,  -0.75127818E+12,   0.00000000E+00,   0.00000000E+00,   0.25405538E+11,   0.82322648E+10,   0.00000000E+00,  -0.50979103E-06,
 42063.000,   1,  0.71812027E+12,   0.00000000E+00,  -0.75176479E+12,   0.00000000E+00,   0.00000000E+00,   0.25435810E+11,   0.82377451E+10,   0.00000000E+00,  -0.45418136E-06,
 42063.999,   1,  0.71858045E+12,   0.00000000E+00,  -0.75226799E+12,   0.00000000E+00,   0.00000000E+00,   0.25470712E+11,   0.82432501E+10,   0.00000000E+00,  -0.48655557E-06,
 42064.999,   1,  0.71904388E+12,   0.00000000E+00,  -0.75275255E+12,   0.00000000E+00,   0.00000000E+00,   0.25480079E+11,   0.82486692E+10,   0.00000000E+00,  -0.62040648E-06,
 42066.000,   1,  0.71950139E+12,   0.00000000E+00,  -0.75322736E+12,   0.00000000E+00,   0.00000000E+00,   0.25492092E+11,   0.82539047E+10,   0.00000000E+00,  -0.60524648E-06,
 42066.999,   1,  0.71993595E+12,   0.00000000E+00,  -0.75367882E+12,   0.00000000E+00,   0.00000000E+00,   0.25504933E+11,   0.82587616E+10,   0.00000000E+00,  -0.60150203E-06,
 42067.999,   1,  0.72033315E+12,   0.00000000E+00,  -0.75410238E+12,   0.00000000E+00,   0.00000000E+00,   0.25523362E+11,   0.82630802E+10,   0.00000000E+00,  -0.80024697E-06,
 42069.000,   1,  0.72075308E+12,   0.00000000E+00,  -0.75455586E+12,   0.00000000E+00,   0.00000000E+00,   0.25558788E+11,   0.82671293E+10,   0.00000000E+00,  -0.61951257E-06,
 42069.999,   1,  0.72122508E+12,   0.00000000E+00,  -0.75506789E+12,   0.00000000E+00,   0.00000000E+00,   0.25598784E+11,   0.82713006E+10,   0.00000000E+00,  -0.51875169E-06,
 42070.999,   1,  0.72172128E+12,   0.00000000E+00,  -0.75558962E+12,   0.00000000E+00,   0.00000000E+00,   0.25615910E+11,   0.82755942E+10,   0.00000000E+00,  -0.61138327E-06,
 42071.999,   1,  0.72218701E+12,   0.00000000E+00,  -0.75606748E+12,   0.00000000E+00,   0.00000000E+00,   0.25616327E+11,   0.82799613E+10,   0.00000000E+00,  -0.91981267E-06,
 42073.000,   1,  0.72260993E+12,   0.00000000E+00,  -0.75651420E+12,   0.00000000E+00,   0.00000000E+00,   0.25628099E+11,   0.82843772E+10,   0.00000000E+00,  -0.17994081E-05,
 42073.999,   1,  0.72302103E+12,   0.00000000E+00,  -0.75695141E+12,   0.00000000E+00,   0.00000000E+00,   0.25646295E+11,   0.82887564E+10,   0.00000000E+00,  -0.31013894E-05,
 42075.000,   1,  0.72344212E+12,   0.00000000E+00,  -0.75738363E+12,   0.00000000E+00,   0.00000000E+00,   0.25652966E+11,   0.82930376E+10,   0.00000000E+00,  -0.31218081E-05,
 42075.999,   1,  0.72386315E+12,   0.00000000E+00,  -0.75780926E+12,   0.00000000E+00,   0.00000000E+00,   0.25663168E+11,   0.82969524E+10,   0.00000000E+00,  -0.95441494E-06,
 42076.999,   1,  0.72425687E+12,   0.00000000E+00,  -0.75822322E+12,   0.00000000E+00,   0.00000000E+00,   0.25684294E+11,   0.83006221E+10,   0.00000000E+00,  -0.69727251E-06,
 42077.999,   1,  0.72461886E+12,   0.00000000E+00,  -0.75860227E+12,   0.00000000E+00,   0.00000000E+00,   0.25692775E+11,   0.83045729E+10,   0.00000000E+00,  -0.91931135E-06,
 42078.999,   1,  0.72497087E+12,   0.00000000E+00,  -0.75895196E+12,   0.00000000E+00,   0.00000000E+00,   0.25685084E+11,   0.83089643E+10,   0.00000000E+00,  -0.96981844E-06,
 42079.999,   1,  0.72536417E+12,   0.00000000E+00,  -0.75936353E+12,   0.00000000E+00,   0.00000000E+00,   0.25705104E+11,   0.83139792E+10,   0.00000000E+00,  -0.59457853E-06,
 42080.999,   1,  0.72579649E+12,   0.00000000E+00,  -0.75983420E+12,   0.00000000E+00,   0.00000000E+00,   0.25742219E+11,   0.83197650E+10,   0.00000000E+00,  -0.53760861E-06,
 42082.000,   1,  0.72622217E+12,   0.00000000E+00,  -0.76028849E+12,   0.00000000E+00,   0.00000000E+00,   0.25757768E+11,   0.83257596E+10,   0.00000000E+00,  -0.77536504E-06,
 42082.999,   1,  0.72665656E+12,   0.00000000E+00,  -0.76076047E+12,   0.00000000E+00,   0.00000000E+00,   0.25789589E+11,   0.83314971E+10,   0.00000000E+00,  -0.71074044E-06,
 42084.000,   1,  0.72710042E+12,   0.00000000E+00,  -0.76123941E+12,   0.00000000E+00,   0.00000000E+00,   0.25821043E+11,   0.83372711E+10,   0.00000000E+00,  -0.61600769E-06,
 42084.999,   1,  0.72753984E+12,   0.00000000E+00,  -0.76169622E+12,   0.00000000E+00,   0.00000000E+00,   0.25830791E+11,   0.83430087E+10,   0.00000000E+00,  -0.72876086E-06,
 42085.999,   1,  0.72800864E+12,   0.00000000E+00,  -0.76219116E+12,   0.00000000E+00,   0.00000000E+00,   0.25857254E+11,   0.83484525E+10,   0.00000000E+00,  -0.56860399E-06,
 42087.000,   1,  0.72850089E+12,   0.00000000E+00,  -0.76270870E+12,   0.00000000E+00,   0.00000000E+00,   0.25881678E+11,   0.83537739E+10,   0.00000000E+00,  -0.50378713E-06,
 42087.999,   1,  0.72898410E+12,   0.00000000E+00,  -0.76320389E+12,   0.00000000E+00,   0.00000000E+00,   0.25886150E+11,   0.83591198E+10,   0.00000000E+00,  -0.54709734E-06,
 42088.999,   1,  0.72946564E+12,   0.00000000E+00,  -0.76370867E+12,   0.00000000E+00,   0.00000000E+00,   0.25901866E+11,   0.83645392E+10,   0.00000000E+00,  -0.60589902E-06,
 42090.000,   1,  0.72992991E+12,   0.00000000E+00,  -0.76420801E+12,   0.00000000E+00,   0.00000000E+00,   0.25931611E+11,   0.83700441E+10,   0.00000000E+00,  -0.60410607E-06,
 42091.000,   1,  0.73039623E+12,   0.00000000E+00,  -0.76470904E+12,   0.00000000E+00,   0.00000000E+00,   0.25963742E+11,   0.83755125E+10,   0.00000000E+00,  -0.53150381E-06,
 42092.000,   1,  0.73087681E+12,   0.00000000E+00,  -0.76521228E+12,   0.00000000E+00,   0.00000000E+00,   0.25982430E+11,   0.83808339E+10,   0.00000000E+00,  -0.52847231E-06,
 42092.999,   1,  0.73137141E+12,   0.00000000E+00,  -0.76573311E+12,   0.00000000E+00,   0.00000000E+00,   0.26005778E+11,   0.83861919E+10,   0.00000000E+00,  -0.48024631E-06,
 42093.999,   1,  0.73189953E+12,   0.00000000E+00,  -0.76629957E+12,   0.00000000E+00,   0.00000000E+00,   0.26039235E+11,   0.83917577E+10,   0.00000000E+00,  -0.44579184E-06,
 42094.999,   1,  0.73244025E+12,   0.00000000E+00,  -0.76686900E+12,   0.00000000E+00,   0.00000000E+00,   0.26056806E+11,   0.83972624E+10,   0.00000000E+00,  -0.58011069E-06,
 42096.000,   1,  0.73300247E+12,   0.00000000E+00,  -0.76743517E+12,   0.00000000E+00,   0.00000000E+00,   0.26054500E+11,   0.84025346E+10,   0.00000000E+00,  -0.59450779E-06,
 42096.999,   1,  0.73351065E+12,   0.00000000E+00,  -0.76796434E+12,   0.00000000E+00,   0.00000000E+00,   0.26059317E+11,   0.84075991E+10,   0.00000000E+00,  -0.99969978E-06,
 42097.999,   1,  0.73398943E+12,   0.00000000E+00,  -0.76846838E+12,   0.00000000E+00,   0.00000000E+00,   0.26076859E+11,   0.84124678E+10,   0.00000000E+00,  -0.12672867E-05,
 42098.999,   1,  0.73452446E+12,   0.00000000E+00,  -0.76900992E+12,   0.00000000E+00,   0.00000000E+00,   0.26093997E+11,   0.84172384E+10,   0.00000000E+00,  -0.50898873E-06,
 42100.000,   1,  0.73506720E+12,   0.00000000E+00,  -0.76957929E+12,   0.00000000E+00,   0.00000000E+00,   0.26117193E+11,   0.84219481E+10,   0.00000000E+00,  -0.47592965E-06,
 42100.999,   1,  0.73560520E+12,   0.00000000E+00,  -0.77014121E+12,   0.00000000E+00,   0.00000000E+00,   0.26132271E+11,   0.84266944E+10,   0.00000000E+00,  -0.58664574E-06,
 42102.000,   1,  0.73614428E+12,   0.00000000E+00,  -0.77069545E+12,   0.00000000E+00,   0.00000000E+00,   0.26143735E+11,   0.84313429E+10,   0.00000000E+00,  -0.61406271E-06,
 42103.000,   1,  0.73665308E+12,   0.00000000E+00,  -0.77121801E+12,   0.00000000E+00,   0.00000000E+00,   0.26150416E+11,   0.84357468E+10,   0.00000000E+00,  -0.73131547E-06,
 42103.999,   1,  0.73712104E+12,   0.00000000E+00,  -0.77169506E+12,   0.00000000E+00,   0.00000000E+00,   0.26154500E+11,   0.84398208E+10,   0.00000000E+00,  -0.76335436E-06,
 42104.999,   1,  0.73756035E+12,   0.00000000E+00,  -0.77214584E+12,   0.00000000E+00,   0.00000000E+00,   0.26162889E+11,   0.84433200E+10,   0.00000000E+00,  -0.76881755E-06,
 42105.999,   1,  0.73798115E+12,   0.00000000E+00,  -0.77256667E+12,   0.00000000E+00,   0.00000000E+00,   0.26155356E+11,   0.84462562E+10,   0.00000000E+00,  -0.97605168E-06,
 42106.999,   1,  0.73840785E+12,   0.00000000E+00,  -0.77298928E+12,   0.00000000E+00,   0.00000000E+00,   0.26146276E+11,   0.84488130E+10,   0.00000000E+00,  -0.11032027E-05,
 42107.999,   1,  0.73885962E+12,   0.00000000E+00,  -0.77344563E+12,   0.00000000E+00,   0.00000000E+00,   0.26155543E+11,   0.84511618E+10,   0.00000000E+00,  -0.65671321E-06,
 42108.999,   1,  0.73931389E+12,   0.00000000E+00,  -0.77389562E+12,   0.00000000E+00,   0.00000000E+00,   0.26151393E+11,   0.84533397E+10,   0.00000000E+00,  -0.63744806E-06,
 42109.999,   1,  0.73972755E+12,   0.00000000E+00,  -0.77429118E+12,   0.00000000E+00,   0.00000000E+00,   0.26123541E+11,   0.84553585E+10,   0.00000000E+00,  -0.95404208E-06,
 42110.999,   1,  0.74012653E+12,   0.00000000E+00,  -0.77468467E+12,   0.00000000E+00,   0.00000000E+00,   0.26114166E+11,   0.84573280E+10,   0.00000000E+00,  -0.11234141E-05,
 42111.999,   1,  0.74051495E+12,   0.00000000E+00,  -0.77506991E+12,   0.00000000E+00,   0.00000000E+00,   0.26112399E+11,   0.84591995E+10,   0.00000000E+00,  -0.89080757E-06,
 42112.999,   1,  0.74087224E+12,   0.00000000E+00,  -0.77541436E+12,   0.00000000E+00,   0.00000000E+00,   0.26098223E+11,   0.84608879E+10,   0.00000000E+00,  -0.88745428E-06,
 42113.999,   1,  0.74123563E+12,   0.00000000E+00,  -0.77577644E+12,   0.00000000E+00,   0.00000000E+00,   0.26094802E+11,   0.84624660E+10,   0.00000000E+00,  -0.86564463E-06,
 42114.999,   1,  0.74162582E+12,   0.00000000E+00,  -0.77617069E+12,   0.00000000E+00,   0.00000000E+00,   0.26105740E+11,   0.84640195E+10,   0.00000000E+00,  -0.58435372E-06,
 42116.000,   1,  0.74202303E+12,   0.00000000E+00,  -0.77657602E+12,   0.00000000E+00,   0.00000000E+00,   0.26114267E+11,   0.84655363E+10,   0.00000000E+00,  -0.55103479E-06,
 42116.999,   1,  0.74241833E+12,   0.00000000E+00,  -0.77697100E+12,   0.00000000E+00,   0.00000000E+00,   0.26106350E+11,   0.84669918E+10,   0.00000000E+00,  -0.67846586E-06,
 42117.999,   1,  0.74282159E+12,   0.00000000E+00,  -0.77736912E+12,   0.00000000E+00,   0.00000000E+00,   0.26100099E+11,   0.84683863E+10,   0.00000000E+00,  -0.69442391E-06,
 42119.000,   1,  0.74323182E+12,   0.00000000E+00,  -0.77777028E+12,   0.00000000E+00,   0.00000000E+00,   0.26091497E+11,   0.84697320E+10,   0.00000000E+00,  -0.61849480E-06,
 42120.000,   1,  0.74363179E+12,   0.00000000E+00,  -0.77815751E+12,   0.00000000E+00,   0.00000000E+00,   0.26076381E+11,   0.84710531E+10,   0.00000000E+00,  -0.62521005E-06,
 42120.999,   1,  0.74403177E+12,   0.00000000E+00,  -0.77855123E+12,   0.00000000E+00,   0.00000000E+00,   0.26068975E+11,   0.84724354E+10,   0.00000000E+00,  -0.65743523E-06,
 42122.000,   1,  0.74446891E+12,   0.00000000E+00,  -0.77899542E+12,   0.00000000E+00,   0.00000000E+00,   0.26078400E+11,   0.84741600E+10,   0.00000000E+00,  -0.52476325E-06,
 42122.999,   1,  0.74492096E+12,   0.00000000E+00,  -0.77945237E+12,   0.00000000E+00,   0.00000000E+00,   0.26081272E+11,   0.84762275E+10,   0.00000000E+00,  -0.55516036E-06,
 42123.999,   1,  0.74534823E+12,   0.00000000E+00,  -0.77987018E+12,   0.00000000E+00,   0.00000000E+00,   0.26063439E+11,   0.84780751E+10,   0.00000000E+00,  -0.71439776E-06,
 42124.998,   1,  0.74572537E+12,   0.00000000E+00,  -0.78023621E+12,   0.00000000E+00,   0.00000000E+00,   0.26046536E+11,   0.84795186E+10,   0.00000000E+00,  -0.86318445E-06,
 42126.000,   1,  0.74609266E+12,   0.00000000E+00,  -0.78060637E+12,   0.00000000E+00,   0.00000000E+00,   0.26051035E+11,   0.84808517E+10,   0.00000000E+00,  -0.70694654E-06,
 42127.000,   1,  0.74651720E+12,   0.00000000E+00,  -0.78104452E+12,   0.00000000E+00,   0.00000000E+00,   0.26065896E+11,   0.84822949E+10,   0.00000000E+00,  -0.68339350E-06,
 42127.999,   1,  0.74697438E+12,   0.00000000E+00,  -0.78150343E+12,   0.00000000E+00,   0.00000000E+00,   0.26066355E+11,   0.84838484E+10,   0.00000000E+00,  -0.67270744E-06,
 42128.999,   1,  0.74743126E+12,   0.00000000E+00,  -0.78195401E+12,   0.00000000E+00,   0.00000000E+00,   0.26057023E+11,   0.84854506E+10,   0.00000000E+00,  -0.72329840E-06,
 42129.999,   1,  0.74788676E+12,   0.00000000E+00,  -0.78239084E+12,   0.00000000E+00,   0.00000000E+00,   0.26035140E+11,   0.84871142E+10,   0.00000000E+00,  -0.72355146E-06,
 42130.999,   1,  0.74833355E+12,   0.00000000E+00,  -0.78282292E+12,   0.00000000E+00,   0.00000000E+00,   0.26020570E+11,   0.84888270E+10,   0.00000000E+00,  -0.64414888E-06,
 42132.000,   1,  0.74878694E+12,   0.00000000E+00,  -0.78327305E+12,   0.00000000E+00,   0.00000000E+00,   0.26021605E+11,   0.84905520E+10,   0.00000000E+00,  -0.46927075E-06,
 42132.999,   1,  0.74924811E+12,   0.00000000E+00,  -0.78373340E+12,   0.00000000E+00,   0.00000000E+00,   0.26020228E+11,   0.84921791E+10,   0.00000000E+00,  -0.41888270E-06,
 42133.999,   1,  0.74969481E+12,   0.00000000E+00,  -0.78418056E+12,   0.00000000E+00,   0.00000000E+00,   0.26015093E+11,   0.84935496E+10,   0.00000000E+00,  -0.52054815E-06,
 42134.999,   1,  0.75011244E+12,   0.00000000E+00,  -0.78459190E+12,   0.00000000E+00,   0.00000000E+00,   0.26003010E+11,   0.84946755E+10,   0.00000000E+00,  -0.64790847E-06,
 42135.999,   1,  0.75049095E+12,   0.00000000E+00,  -0.78496274E+12,   0.00000000E+00,   0.00000000E+00,   0.25990270E+11,   0.84957645E+10,   0.00000000E+00,  -0.83814789E-06,
 42136.999,   1,  0.75087516E+12,   0.00000000E+00,  -0.78534822E+12,   0.00000000E+00,   0.00000000E+00,   0.25992301E+11,   0.84971711E+10,   0.00000000E+00,  -0.70859627E-06,
