$ HOXO_DLS 2011 2017-11-15 by 1_CWMS_weather_station_read_plot_v3.py<6 hours of missing data was deleted, >=6 hours missing data filled with DLS_2011_2015_met.csv,,,,,
495.416670,11.36,-0.57,9.38,5.06,0,765.99
495.458330,12.7,-0.27,10.72,4.88,0,765.99
495.500000,12.99,-0.97,10.72,4.88,0,765.99
495.541670,14.12,-0.83,12.96,4.71,0,765.99
495.583330,14.33,-1.28,9.38,4.71,0,765.99
495.625000,14.92,-1.04,9.38,4.88,0,765.99
495.666670,14.44,-1.1,11.17,4.71,0,764.99
495.708330,13.71,-1.02,9.83,4.88,0,764.99
495.750000,12.95,-2.37,6.25,4.88,0,764.99
495.791670,12.45,-2.29,7.6,4.88,0,765.99
495.833330,10.79,-1.95,10.72,5.06,0,765.99
495.875000,9.5,-1.86,8.04,5.06,0,767.99
495.916670,8.35,-2.01,8.04,4.88,0,767.99
495.958330,7.55,-2.31,7.6,4.88,0,767.99
496.000000,6.93,-2.33,7.15,4.88,0,768.99
496.041670,5.99,-1.96,6.25,5.23,0,768.99
496.083330,5.7,-1.83,4.47,5.41,0,768.99
496.125000,3.77,-1.77,2.68,5.06,0,768.99
496.166670,4.42,-1.72,1.34,4.88,0,769.99
496.208330,2.66,-1.76,4.47,5.58,0,769.99
496.250000,3.7,-1.37,4.47,5.58,0,769.99
496.291670,6.22,-1.18,5.81,5.76,0,769.99
496.333330,7.73,-1.41,6.25,5.76,0,769.99
496.375000,9.38,-1.75,4.02,5.93,0,769.99
496.416670,10.83,-1.71,3.12,5.93,0,768.99
496.458330,12.66,-2.4,2.68,5.84,0,768.99
496.500000,14.15,-2.7,4.91,5.76,0,767.99
496.541670,15.33,-1.78,4.02,5.58,0,767.99
496.583330,16.1,-1.8,5.81,5.93,0,767.99
496.625000,16.41,-1.24,4.91,5.58,0,766.99
496.666670,16.51,-1.01,7.6,5.06,0,765.99
496.708330,16.32,-1.76,5.81,5.23,0,765.99
496.750000,15.76,-2.03,3.57,5.76,0,764.99
496.791670,13.93,-1.51,4.47,5.76,0,764.99
496.833330,12.8,-1.57,0,0,0,764.99
496.875000,9.68,0.16,0,0,0,765.99
496.916670,7.92,0.13,2.23,5.58,0,765.99
496.958330,6.88,-0.03,0,0,0,765.99
497.000000,5.34,0.15,1.34,3.84,0,765.99
497.041670,4.68,-0.25,2.23,3.14,0,765.99
497.083330,3.49,-0.16,1.34,1.92,0,765.99
497.125000,2.63,-0.46,0,0,0,765.99
497.166670,2.01,-0.56,0,0,0,765.99
497.208330,1.42,-0.77,0,0,0,765.99
497.250000,3.13,-0.3,0,0,0,765.99
497.291670,6.28,0.06,0,0,0,765.99
497.333330,9.15,2.33,0,0,0,765.99
497.375000,11.87,1.79,2.23,0.34,0,765.99
497.416670,14.72,-1.12,1.34,6.28,0,764.99
497.458330,16.15,-0.73,2.68,3.66,0,764.99
497.500000,17.71,-1.47,4.02,1.04,0,763.99
497.541670,18.79,-2.56,3.57,1.92,0,763.99
497.583330,19.78,-2.07,3.12,2.26,0,763.99
497.625000,19.77,-3.11,4.02,2.09,0,762.99
497.666670,20.19,-3.92,2.68,2.09,0,761.99
497.708330,20.28,-5.33,4.47,1.92,0,761.99
497.750000,19.95,-6.41,2.68,1.92,0,761.99
497.791670,18.48,-7.61,3.12,0.87,0,761.99
497.833330,14.46,-3.1,0,0,0,761.99
497.875000,10.62,-1.05,3.57,1.92,0,762.99
497.916670,9.07,-0.8,3.12,2.09,0,763.99
497.958330,7.74,-0.73,1.34,2.26,0,763.99
498.000000,6.32,-0.53,3.57,1.92,0,763.99
498.041670,4.58,-0.36,1.34,1.92,0,763.99
498.083330,3.66,-0.58,1.34,2.09,0,763.99
498.125000,3.17,-0.86,0,0,0,763.99
498.166670,2.21,-0.98,0,0,0,763.99
498.208330,2.19,-1.08,0,0,0,763.99
498.250000,3.6,-0.27,0,0,0,764.99
498.291670,7.94,0.57,0,0,0,764.99
498.333330,10.93,2.03,0,0,0,764.99
498.375000,14.22,2.66,0,0,0,763.99
498.416670,18.46,0.18,2.68,0.34,0,763.99
498.458330,20.01,-1.79,3.57,1.39,0,763.99
498.500000,21.38,-1.45,4.02,1.04,0,763.99
498.541670,22.55,-2.52,4.47,1.22,0,762.99
498.583330,23.83,-2.53,3.12,1.45,0,762.99
498.625000,24.55,-3.3,1.34,1.68,0,761.99
498.666670,25.16,-2.17,3.12,1.92,0,761.99
498.708330,25.16,-3.03,3.12,1.74,0,761.99
498.750000,24.72,-3.52,3.12,1.39,0,760.99
498.791670,22.66,-1.5,0,0,0,760.99
498.833330,18.6,1.23,0,0,0,760.99
498.875000,13.95,2.95,0,0,0,761.99
498.916670,12.84,2.6,2.23,1.92,0,762.99
498.958330,10.86,3.16,2.23,2.09,0,762.99
499.000000,9.87,3.07,0,0,0,762.99
499.041670,8.5,3.06,0,0,0,762.99
499.083330,7.87,2.73,0,0,0,762.99
499.125000,6.71,2.48,0,0,0,762.99
499.166670,6.53,2.2,0,0,0,762.99
499.208330,5.68,2.03,0,0,0,762.99
499.250000,7.55,2.4,0,0,0,762.99
499.291670,11.04,4.35,0,0,0,762.99
499.333330,13.81,4.17,0,0,0,762.99
499.375000,16.72,5.22,1.34,2.7,0,762.99
499.416670,20.35,5.16,1.34,5.41,0,761.99
499.458330,23.77,2.43,2.68,2.09,0,761.99
499.500000,25.38,1.4,3.12,0.87,0,760.99
499.541670,26.38,3.37,1.34,0.43,0,759.99
499.583330,27.66,3.88,0,0,0,759.99
499.625000,28.38,4.06,2.68,1.22,0,758.99
499.666670,29,4.14,2.23,0.87,0,758.99
499.708330,28.44,4.02,2.23,1.04,0,758.99
499.750000,28.05,3.95,2.68,1.04,0,757.99
499.791670,23.27,8.18,0,0,0,757.99
499.833330,19.56,9.38,0,0,0,757.99
499.875000,18.58,8.5,2.68,1.74,0,758.99
499.916670,16.86,8.11,2.68,2.09,0,758.99
499.958330,15.33,7.89,0,0,0,758.99
500.000000,14.08,7.73,2.23,1.57,0,758.99
500.041670,12.61,7.33,2.23,2.61,0,758.99
500.083330,11.67,6.9,0,0,0,758.99
500.125000,11.02,6.43,0,0,0,758.99
500.166670,9.75,6.18,0,0,0,758.99
500.208330,9.73,5.81,0,0,0,758.99
500.250000,11,6.32,0,0,0,758.99
500.291670,14.24,7.86,0,0,0,758.99
500.333330,17.18,8.96,0,0,0,758.99
500.375000,19.58,9.02,0,0,0,758.99
500.416670,22.38,9.87,0,0,0,757.99
500.458330,26.61,9.3,1.34,0,0,757.99
500.500000,29.05,5.17,1.34,0,0,756.99
500.541670,29.27,4.15,2.23,0,0,756.99
500.583330,30.77,5.96,0,0,0,756.99
500.625000,31.72,5.08,0,0,0,756.99
500.666670,32.55,4.55,1.34,5.41,0,755.99
500.708330,32.83,5.31,1.34,5.93,0,755.99
500.750000,29.83,9.13,4.91,5.76,0,755.99
500.791670,27.77,8.71,4.02,5.58,0,756.99
500.833330,26.05,9.68,6.7,5.58,0,756.99
500.875000,23.44,10.85,8.04,5.58,0,759.99
500.916670,21.55,12,8.94,5.58,0,759.99
500.958330,19.75,11.7,9.38,5.58,0,759.99
501.000000,18.21,11.13,9.83,5.58,0,760.99
501.041670,17.06,10.54,9.38,5.76,0,760.99
501.083330,16.41,9.98,9.38,5.76,0,760.99
501.125000,15.97,9.71,8.94,5.58,0,760.99
501.166670,15.16,9.47,9.38,5.76,0,760.99
501.208330,15.25,9.24,8.04,5.58,0,760.99
501.250000,15.37,9.53,8.04,5.58,0,760.99
501.291670,16.12,9.43,7.15,5.58,0,760.99
501.333330,17.22,9.7,8.94,5.58,0,760.99
501.375000,19.01,9.61,8.94,5.76,0,760.99
501.416670,20.43,9.47,9.83,5.76,0,760.99
501.458330,22.33,9.93,9.38,5.76,0,760.99
501.500000,23.27,9.85,8.94,5.76,0,759.99
501.541670,24.16,9.77,9.38,5.76,0,759.99
501.583330,24.16,10.5,9.83,5.58,0,759.99
501.625000,24,10.52,8.04,5.58,0,758.99
501.666670,23.77,10.28,7.6,5.23,0,758.99
501.708330,24.61,10.53,5.81,5.41,0,758.99
501.750000,24.27,9.72,6.25,5.23,0,758.99
501.791670,23.33,8.83,3.12,5.41,0,758.99
501.833330,21.33,8.14,6.7,5.23,0,758.99
501.875000,20.18,7.92,4.02,5.41,0,758.99
501.916670,18.94,8.4,4.91,5.76,0,758.99
501.958330,19.16,8.4,4.47,5.58,0,758.99
502.000000,18.17,7.84,0,0,0,759.99
502.041670,17.91,7.05,6.25,5.76,0,759.99
502.083330,16.41,5.93,4.91,5.41,0,759.99
502.125000,14.97,4.98,6.25,5.58,0,760.99
502.166670,14.09,4.35,7.15,5.41,0,760.99
502.208330,13.17,4.07,9.83,5.58,0,760.99
502.250000,13.9,4.71,8.04,5.58,0,761.99
502.291670,14.22,4.94,9.38,5.76,0,761.99
502.333330,14.88,5.28,9.38,5.76,0,761.99
502.375000,15.58,5.5,9.83,5.76,0,761.99
502.416670,18.26,5.44,6.25,5.41,0,761.99
502.458330,19.27,5.42,9.38,5.06,0,761.99
502.500000,21.66,6.45,8.94,5.23,0,760.99
502.541670,21.94,5.65,10.28,5.41,0,759.99
502.583330,22.72,5.37,10.72,5.06,0,759.99
502.625000,22.05,2.81,9.38,5.23,0,759.99
502.666670,22.44,0.1,9.83,4.88,0,758.99
502.708330,21.88,-0.07,10.72,5.23,0,758.99
502.750000,20.98,1.17,7.6,5.23,0,758.99
502.791670,19.26,-0.88,8.94,5.23,0,758.99
502.833330,17.81,0.91,6.7,5.23,0,758.99
502.875000,16.29,1.41,4.91,5.41,0,759.99
502.916670,14.41,0.75,7.15,4.88,0,759.99
502.958330,13.01,1.53,6.7,5.23,0,759.99
503.000000,12.4,2.8,6.25,5.23,0,760.99
503.041670,11.59,2.43,6.7,5.23,0,760.99
503.083330,10.48,2.57,7.6,5.06,0,760.99
503.125000,9.67,2.87,0,0,0,760.99
503.166670,8.91,2.6,3.12,5.23,0,760.99
503.208330,8.56,2.5,6.25,5.76,0,760.99
503.250000,8.97,1.66,6.7,5.58,0,760.99
503.291670,8.98,2.58,7.6,5.58,0,760.99
503.333330,10.02,2.36,8.04,5.06,0,760.99
503.375000,11.82,2.65,8.04,5.23,0,760.99
503.416670,13.22,2.33,10.28,5.58,0,760.99
503.458330,14.15,3.03,8.94,5.58,0,760.99
503.500000,15.5,3.67,7.6,5.41,0,759.99
503.541670,16.31,3.75,11.17,4.88,0,759.99
503.583330,17.06,2.86,13.41,4.88,0,759.99
503.625000,17.57,2.71,12.51,4.88,0,758.99
503.666670,17.78,2.5,9.83,4.88,0,758.99
503.708330,17.7,1.88,8.04,4.71,0,758.99
503.750000,17.21,1.38,10.28,4.88,0,758.99
503.791670,15.95,0.9,8.94,4.88,0,758.99
503.833330,14.81,1.9,8.04,4.88,0,758.99
503.875000,13.61,-0.7,4.91,5.23,0,759.99
503.916670,12.27,0.41,6.25,5.06,0,760.99
503.958330,10.93,1.55,9.38,5.06,0,760.99
504.000000,9.73,1.91,4.47,5.41,0,761.99
504.041670,8.46,2.37,4.47,5.41,0,761.99
504.083330,7.92,2,6.25,5.76,0,761.99
504.125000,7.9,1.07,3.12,4.88,0,762.99
504.166670,7.54,0.86,3.12,5.93,0,762.99
504.208330,7.57,0.69,3.12,5.23,0,762.99
504.250000,8.06,0.75,5.81,5.06,0,763.99
504.291670,9.07,0.93,6.7,5.58,0,763.99
504.333330,10.02,0.54,8.94,5.58,0,763.99
504.375000,11.17,0.81,7.15,5.58,0,763.99
504.416670,12.46,0.66,7.15,5.58,0,763.99
504.458330,14.56,0.63,7.15,5.76,0,763.99
504.500000,15.44,0.7,5.81,5.76,0,762.99
504.541670,17.1,-0.38,4.91,5.76,0,762.99
504.583330,17.26,-0.1,7.15,5.93,0,762.99
504.625000,18.39,0.45,7.15,5.76,0,761.99
504.666670,18.1,0.96,7.15,5.23,0,761.99
504.708330,17.5,0.39,7.15,5.06,4.4,761.99
504.750000,16.28,-1.22,7.15,5.23,0,760.99
504.791670,16.08,-1.2,6.25,4.88,0,760.99
504.833330,15.05,-0.05,1.34,5.23,0,760.99
504.875000,13,0.49,4.02,5.58,0,761.99
504.916670,10.23,0.86,3.12,5.58,0,761.99
504.958330,8.54,1.4,0,0,0,761.99
505.000000,7.56,1.76,0,0,0,761.99
505.041670,6.99,1.23,3.12,1.92,0,761.99
505.083330,6.2,0.58,3.57,2.09,0,761.99
505.125000,5.21,0.47,0,0,0,761.99
505.166670,4.73,0.4,2.68,2.44,0,761.99
505.208330,5.39,0.23,1.34,2.26,0,761.99
505.250000,6.49,1.68,0,0,0,761.99
505.291670,9.61,3.28,0,0,0,761.99
505.333330,11.71,3.17,0,0,0,761.99
505.375000,14,4.28,0,0,0,761.99
505.416670,16.86,5.18,2.68,6.1,0,760.99
505.458330,19.4,-0.32,1.34,5.84,2,760.99
505.500000,20.06,-0.55,2.68,5.58,2,759.99
505.541670,19.81,1.81,3.12,5.58,7.5,759.99
505.583330,20.92,0.92,3.12,5.58,7.5,759.99
505.625000,20.14,0.34,4.47,5.93,0,759.99
505.666670,20.28,-0.25,4.47,5.76,0,759.99
505.708330,20.19,0.65,3.57,5.23,4.4,759.99
505.750000,19.86,0.28,5.81,5.58,7.5,759.99
505.791670,19.15,-1.68,2.68,5.76,10,759.99
505.833330,18.61,-1.31,4.02,5.23,10,759.99
505.875000,18.31,-0.47,3.12,5.41,10,759.99
505.916670,17.09,0.37,2.23,5.06,10,760.99
505.958330,17.15,-0.08,2.68,4.88,10,760.99
506.000000,12.59,4.65,1.34,3.66,10,759.99
506.041670,12.78,3.98,2.23,1.92,10,759.99
506.083330,12.32,3.99,0,0,10,759.99
506.125000,11.81,4.82,0,0,10,759.99
506.166670,11.58,5.23,2.23,5.58,10,759.99
506.208330,11.56,6.02,2.68,5.58,10,759.99
506.250000,12.36,6.3,0,0,10,759.99
506.291670,12.97,7.1,1.34,6.28,10,759.99
506.333330,14.53,6.36,3.57,5.93,10,759.99
506.375000,15.71,6.68,4.02,5.58,10,759.99
506.416670,17.41,6.48,4.47,5.76,7.5,760.99
506.458330,18.15,8.1,4.47,5.76,10,760.99
506.500000,17.91,9.33,5.81,5.76,10,760.99
506.541670,17.42,10.89,4.91,5.41,4.4,760.99
506.583330,17.28,11.25,6.25,5.41,7.5,760.99
506.625000,18.2,11.28,4.91,5.41,10,759.99
506.666670,18.14,9.65,2.23,5.41,7.5,758.99
506.708330,18.21,9.95,2.23,5.41,4.4,758.99
506.750000,17.61,9.96,0,0,0,757.99
506.791670,17.38,10.48,0,0,0,757.99
506.833330,15.53,11.1,0,0,0,757.99
506.875000,14.16,11.06,0,0,2,757.99
506.916670,13.63,11.45,0,0,10,757.99
506.958330,12.92,11.16,0,0,10,757.99
507.000000,12.76,11.05,0,0,10,756.99
507.041670,12.96,10.9,0,0,10,756.99
507.083330,12.51,10.68,0,0,2,756.99
507.125000,11.58,10.44,3.12,5.93,0,756.99
507.166670,11.76,10.44,3.57,3.49,0,756.99
507.208330,11.5,10.42,0,0,4.4,756.99
507.250000,12.07,10.61,2.68,4.18,10,756.99
507.291670,13.08,11.18,0,0,10,756.99
507.333330,14.44,10.84,3.57,5.41,10,756.99
507.375000,15.02,10.7,1.34,5.76,10,756.99
507.416670,15.3,11.93,1.34,2.09,10,755.99
507.458330,16.28,12.21,0,0,10,755.99
507.500000,18.08,12.46,0,0,10,755.99
507.541670,17.04,12.22,0,0,10,755.99
507.583330,17.52,12.75,0,0,10,755.99
507.625000,16.68,12.07,0,0,10,755.99
507.666670,15.25,11.57,4.47,5.93,10,756.99
507.708330,14.1,11.33,5.81,5.58,7.5,756.99
507.750000,14.64,11.23,4.91,5.93,10,755.99
507.791670,14.06,10.96,4.47,5.93,7.5,756.99
507.833330,13.61,9.7,4.47,5.23,4.4,756.99
507.875000,12.83,9.11,4.91,4.71,2,757.99
507.916670,12.58,8.64,6.25,5.58,4.4,758.99
507.958330,12.41,8.38,4.02,5.41,7.5,758.99
508.000000,12.35,7.63,4.47,5.41,10,757.99
508.041670,11.78,7.7,2.23,5.58,7.5,757.99
508.083330,11.03,7.51,7.15,5.23,10,757.99
508.125000,10.53,6.16,6.25,5.23,7.5,758.99
508.166670,10.46,6.51,6.25,5.58,10,758.99
508.208330,10.57,5.95,5.81,5.06,7.5,758.99
508.250000,10.95,6.1,8.04,5.41,0,758.99
508.291670,11.18,6.05,6.7,5.58,10,758.99
508.333330,11.31,5.35,9.38,5.41,10,758.99
508.375000,11.71,5.48,8.04,5.58,10,758.99
508.416670,10.95,6.42,7.6,5.76,10,758.99
508.458330,11.91,7.58,6.7,5.76,10,758.99
508.500000,11.95,8.25,4.02,5.76,10,757.99
508.541670,13.42,8.01,3.12,5.76,10,756.99
508.583330,11.92,9.42,1.34,5.58,10,756.99
508.625000,11.89,9.58,6.25,5.41,10,756.99
508.666670,11.38,7.52,12.96,5.06,7.5,757.99
508.708330,11.81,5.68,9.38,5.06,7.5,757.99
508.750000,11.6,6.32,6.25,5.23,10,758.99
508.791670,10.47,7.32,4.02,5.06,10,759.99
508.833330,10.51,6,5.81,5.23,10,759.99
508.875000,9.53,6.85,4.47,5.58,10,759.99
508.916670,9.96,5.81,4.91,5.23,10,760.99
508.958330,9.69,5.24,5.81,5.23,4.4,760.99
509.000000,9.3,5.37,6.7,5.23,0,759.99
509.041670,8.91,5.37,5.81,5.23,0,760.99
509.083330,9.01,5.02,4.91,5.41,2,760.99
509.125000,8.5,4.21,4.47,5.41,4.4,760.99
509.166670,8.36,5.16,3.12,5.76,10,760.99
509.208330,8.25,4.62,6.25,5.41,7.5,760.99
509.250000,8.42,5.75,7.15,5.23,0,760.99
509.291670,8.98,6.35,7.6,5.41,0,760.99
509.333330,10.11,6.67,6.25,5.58,0,760.99
509.375000,11.21,6.83,7.6,5.58,2,760.99
509.416670,11.63,6.65,9.83,5.58,2,760.99
509.458330,13.3,6.41,10.28,5.76,10,760.99
509.500000,13.57,6.08,8.94,5.76,7.5,760.99
509.541670,13.96,6.61,7.15,5.58,2,760.99
509.583330,14.52,6.58,8.04,5.76,2,760.99
509.625000,13.99,7.98,10.28,5.23,2,759.99
509.666670,14.51,7.2,6.25,5.58,4.4,759.99
509.708330,12.5,7.75,9.38,5.23,7.5,759.99
509.750000,12,8.07,4.02,5.76,4.4,758.99
509.791670,11.75,8.11,3.57,5.23,2,758.99
509.833330,11.62,7.5,4.02,5.41,10,758.99
509.875000,10.08,6.42,5.81,5.06,4.4,759.99
509.916670,9.7,5.67,6.25,5.23,2,759.99
509.958330,9.52,5.91,5.81,5.41,10,759.99
510.000000,9.79,5.72,5.81,5.23,10,759.99
510.041670,9.58,6.08,4.02,4.88,7.5,758.99
510.083330,9.54,6.29,4.47,4.71,7.5,758.99
510.125000,8.95,6.74,2.68,4.53,2,757.99
510.166670,8.9,6.44,0,0,4.4,757.99
510.208330,8.66,6.07,2.23,3.66,7.5,757.99
510.250000,9.32,6.12,0,0,7.5,756.99
510.291670,10.11,6.71,0,0,2,756.99
510.333330,11.71,6.32,0,0,7.5,756.99
510.375000,10.66,6.01,6.25,5.41,7.5,755.99
510.416670,10.65,5.33,7.6,5.23,4.4,755.99
510.458330,11.01,7.67,6.25,4.71,4.4,755.99
510.500000,11.17,6.88,6.25,5.58,0,754.99
510.541670,11.82,7.43,6.7,5.76,0,754.99
510.583330,13.2,6.82,5.81,5.23,0,754.99
510.625000,13.83,7.19,3.57,5.41,2,753.99
510.666670,15.25,6.25,6.7,5.76,2,753.99
510.708330,13.93,5.57,6.7,5.76,0,753.99
510.750000,13.55,4.83,7.15,5.06,4.4,753.99
510.791670,11.85,5.83,4.91,5.06,10,753.99
510.833330,10.73,7.68,8.94,5.58,4.4,753.99
510.875000,10.11,8.01,3.57,5.06,7.5,754.99
510.916670,9.5,7.61,4.47,5.58,4.4,754.99
510.958330,9.3,7.81,2.68,5.58,7.5,754.99
511.000000,8.36,7.6,6.25,5.58,10,754.99
511.041670,7.72,7,4.47,5.58,10,754.99
511.083330,8.01,7.23,7.6,5.58,10,754.99
511.125000,7.7,7.09,4.47,5.58,10,754.99
511.166670,7.7,6.89,6.7,5.58,7.5,754.99
511.208330,7.41,6.83,7.6,5.76,7.5,754.99
511.250000,7.77,7.3,6.25,5.76,10,754.99
511.291670,9.26,8,3.57,5.06,10,754.99
511.333330,11.96,8.41,0,0,7.5,754.99
511.375000,13.89,8.83,1.34,0.08,10,754.99
511.416670,14.07,8.87,8.94,0.17,10,754.99
511.458330,18.21,8.18,6.7,6.28,4.4,754.99
511.500000,19.88,4.47,6.25,6.1,7.5,753.99
511.541670,20.55,5.05,8.04,0.34,7.5,754.99
511.583330,20.39,5.83,3.57,0.34,10,754.99
511.625000,20.46,7.78,4.91,0.34,10,754.99
511.666670,19.56,8.72,4.02,5.76,10,754.99
511.708330,19.02,8.42,4.47,5.58,10,754.99
511.750000,17.28,7.26,7.15,5.58,7.5,754.99
511.791670,16,6.94,6.25,5.58,10,754.99
511.833330,16,6.42,8.04,5.58,7.5,754.99
511.875000,15.05,6.92,8.94,5.58,10,755.99
511.916670,13.93,7.63,7.15,5.41,10,756.99
511.958330,12.6,8.08,7.15,5.58,2,756.99
512.000000,12.37,7.51,6.25,5.76,0,756.99
512.041670,10.83,7.87,7.6,5.76,0,756.99
512.083330,10.42,7.88,6.25,5.76,0,756.99
512.125000,10.21,7.07,6.25,5.58,0,756.99
512.166670,8.94,6.84,6.7,5.76,0,756.99
512.208330,7.84,6.25,7.15,5.58,0,756.99
512.250000,9.66,6.63,8.94,5.58,0,756.99
512.291670,12.71,7.75,8.04,5.76,0,756.99
512.333330,14.62,8.41,7.15,5.76,0,756.99
512.375000,15.77,8.92,5.81,5.58,7.5,756.99
512.416670,16.63,8.39,8.04,5.76,10,756.99
512.458330,16.72,7.77,8.94,5.93,10,756.99
512.500000,16.66,7.42,6.7,5.76,4.4,756.99
512.541670,18.17,7.36,7.6,5.23,2,756.99
512.583330,17.67,8.62,8.04,5.06,7.5,756.99
512.625000,16.78,8.08,8.94,5.23,10,756.99
512.666670,17.63,9.01,4.91,5.76,7.5,756.99
512.708330,17.47,8.85,6.25,5.06,10,756.99
512.750000,15.9,10.11,4.91,5.76,7.5,756.99
512.791670,16.78,8.57,2.23,5.58,0,757.99
512.833330,15.71,9.22,4.47,5.58,0,757.99
512.875000,15.24,9.44,4.02,5.58,0,757.99
512.916670,14.8,9.32,4.91,5.76,0,758.99
512.958330,14.31,7.84,4.47,5.23,0,758.99
513.000000,13.88,7.71,7.15,5.23,0,759.99
513.041670,13.17,8.35,8.04,5.23,0,759.99
513.083330,12.55,8.09,7.6,5.23,0,759.99
513.125000,12.37,7.53,10.72,5.41,0,759.99
513.166670,11.76,7.51,7.6,5.23,0,760.99
513.208330,11.52,7.4,8.04,5.23,0,760.99
513.250000,11.74,7.4,6.7,5.23,0,760.99
513.291670,12.32,7.41,9.38,5.41,0,760.99
513.333330,13.1,7.52,8.04,5.41,0,760.99
513.375000,13.27,7.65,10.28,5.58,0,760.99
513.416670,13.79,7.45,13.41,5.76,0,761.99
513.458330,14.57,7.6,7.6,5.23,0,761.99
513.500000,14.98,7.48,11.62,5.58,0,761.99
513.541670,15.36,7.67,8.04,5.58,0,761.99
513.583330,16.35,7.57,8.04,5.58,0,761.99
513.625000,16.93,7.41,10.28,5.76,0,760.99
513.666670,16.88,7.72,9.83,5.58,0,760.99
513.708330,16.12,7.27,5.81,5.23,2,760.99
513.750000,16.31,6.84,8.04,5.58,10,759.99
513.791670,16.07,6.26,4.91,5.23,7.5,759.99
513.833330,15.05,7.35,6.25,5.06,2,759.99
513.875000,14.7,7.78,4.91,5.06,7.5,760.99
513.916670,14.4,8.11,5.81,5.23,4.4,760.99
513.958330,14.11,8.25,6.25,5.06,0,760.99
514.000000,13.75,8.63,3.57,4.88,0,760.99
514.041670,13.39,8.45,1.34,3.66,0,760.99
514.083330,13.16,7.99,3.12,4.36,10,760.99
514.125000,12.47,8.15,5.81,4.88,10,760.99
514.166670,11.88,8.52,2.68,5.23,7.5,760.99
514.208330,12.17,8.06,3.12,5.06,0,760.99
514.250000,12.85,8.05,2.68,5.23,0,760.99
514.291670,12.2,8.42,5.81,5.76,4.4,760.99
514.333330,13.13,8.3,4.91,5.58,7.5,760.99
514.375000,13.41,7.77,8.04,5.23,4.4,761.99
514.416670,13.37,7.46,7.6,5.58,4.4,761.99
514.458330,14.6,7.42,10.28,5.41,0,761.99
514.500000,14.83,6.75,8.94,5.76,4.4,761.99
514.541670,15.57,6.59,11.17,5.23,7.5,761.99
514.583330,15.66,5.83,8.04,5.41,2,761.99
514.625000,17.26,7.01,9.83,5.41,0,761.99
514.666670,15.98,6.41,10.72,5.23,0,761.99
514.708330,15.63,4.62,10.28,5.41,0,761.99
514.750000,15.36,4.98,7.6,5.41,2,760.99
514.791670,15.16,3.79,8.04,5.23,0,760.99
514.833330,14.15,5.69,6.7,5.23,0,760.99
514.875000,13.67,5.92,5.81,5.06,0,761.99
514.916670,12.88,5.63,6.25,4.88,0,761.99
514.958330,12.04,5.67,5.81,5.06,0,761.99
515.000000,11.38,5.74,4.47,5.06,0,761.99
515.041670,10.57,5.27,3.57,4.18,2,761.99
515.083330,10.46,5.15,4.02,5.06,4.4,761.99
515.125000,10.07,4.97,4.02,5.76,4.4,761.99
515.166670,9.73,4.97,4.47,5.23,0,762.99
515.208330,9.11,5.25,1.34,2.61,0,762.99
515.250000,9.48,5.4,3.12,5.58,0,762.99
515.291670,10.57,5.67,3.12,5.58,0,762.99
515.333330,12.7,5.37,6.7,5.41,0,762.99
515.375000,13.43,4.61,8.04,5.58,0,762.99
515.416670,14.54,4.5,8.94,5.93,0,762.99
515.458330,15.4,3.88,8.94,5.41,0,762.99
515.500000,16.51,3.88,8.04,5.76,0,762.99
515.541670,17.52,4.3,7.15,5.76,0,761.99
515.583330,18.32,3.42,7.6,5.41,0,761.99
515.625000,19.06,1.51,9.38,5.58,0,761.99
515.666670,18.2,0.16,7.15,5.41,0,761.99
515.708330,17.91,-0.94,8.94,5.58,7.5,761.99
515.750000,18.07,0.68,7.6,5.58,4.4,761.99
515.791670,16.76,1.79,9.83,5.58,10,761.99
515.833330,15.82,2.32,7.15,5.41,7.5,761.99
515.875000,15.16,4.1,5.81,5.41,4.4,762.99
515.916670,14.52,4.41,6.7,5.41,7.5,762.99
515.958330,13.31,4.65,4.91,5.23,0,762.99
516.000000,11.93,5.08,2.68,5.06,0,762.99
516.041670,13.59,5,2.23,4.36,0,762.99
516.083330,13.17,5.36,3.12,5.23,0,762.99
516.125000,11.63,5.61,1.34,2.79,7.5,763.99
516.166670,10.65,5.85,0,0,0,763.99
516.208330,10.05,6.31,0,0,0,763.99
516.250000,11.67,7.07,3.12,5.58,0,763.99
516.291670,12.6,7.31,4.91,5.76,0,764.99
516.333330,13.93,7.8,3.57,5.58,0,764.99
516.375000,15.57,7.67,4.02,5.41,2,764.99
516.416670,16.71,7.71,6.25,5.06,0,764.99
516.458330,18.44,7.67,3.57,5.06,0,764.99
516.500000,19.38,6.16,4.91,5.76,7.5,763.99
516.541670,20.58,6.21,5.81,5.93,0,763.99
516.583330,21.01,5.3,4.91,6.1,0,763.99
516.625000,21.77,6.1,6.7,5.06,0,763.99
516.666670,22.55,6.57,7.15,4.88,0,762.99
516.708330,21.66,7.52,2.68,5.41,0,762.99
516.750000,22.27,7.62,3.12,4.71,4.4,762.99
516.791670,20.97,7.43,4.02,4.71,0,762.99
516.833330,19.83,6.8,4.02,4.53,0,762.99
516.875000,18.52,6.68,3.12,4.36,0,762.99
516.916670,17.12,7.07,1.34,3.66,7.5,762.99
516.958330,15.48,8.89,0,0,2,762.99
517.000000,15.05,8.76,4.02,5.23,0,762.99
