Constituent,Julian_day,Seg_2  ,Seg_3  ,Seg_4  ,Seg_5  ,Seg_6  ,Seg_7  ,Seg_8  ,Seg_9  ,Seg_10 ,Seg_11 ,Seg_12 ,Seg_13 ,Seg_14 ,Seg_15 ,Seg_16 ,Seg_17 ,Seg_18 ,Seg_19 ,Seg_20 ,Seg_21 ,Seg_22 ,Seg_23 ,Seg_24 ,Seg_25 ,Seg_26 ,Seg_27 ,Seg_28 ,Seg_29 ,
Temperature, 41124.000,    18.288,    18.268,    18.245,    18.207,    18.180,    18.201,    18.368,    18.507,    18.531,    18.468,    18.389,    18.371,    18.509,    18.580,    18.574,    18.545,    18.492,    18.472,    18.578,    18.905,    18.905,    18.976,    19.190,    19.136,    18.973,    18.896,    18.819,    18.747,
N2                                    , 41124.000,    16.614,    16.105,    16.605,    16.598,    16.592,    16.374,    16.513,    16.485,    16.469,    16.453,    16.438,    16.379,    16.332,    16.295,    16.279,    16.266,    16.235,    16.131,    15.869,    15.660,    15.652,    15.817,    15.551,    15.937,    16.106,    16.086,    16.162,    16.229,
Dissolved_oxygen                      , 41124.000,     9.979,     9.671,     9.968,     9.959,     9.951,     9.818,     9.906,     9.891,     9.879,     9.861,     9.842,     9.809,     9.784,     9.763,     9.753,     9.740,     9.720,     9.658,     9.496,     9.366,     9.359,     9.444,     9.285,     9.495,     9.574,     9.554,     9.615,     9.645,
Oxyg                                  , 41124.000,   110.775,   107.311,   110.518,   110.362,   110.316,   109.212,   110.502,   110.395,   110.120,   109.737,   109.492,   109.425,   109.300,   109.056,   108.886,   108.619,   108.376,   107.874,   106.530,   105.501,   105.764,   106.380,   105.485,   107.015,   107.502,   107.307,   107.854,   107.967,
TDG(                                  , 41124.000,   111.063,   107.610,   110.861,   110.748,   110.737,   109.636,   110.870,   110.735,   110.490,   110.195,   110.033,   109.936,   109.787,   109.521,   109.365,   109.206,   108.941,   109.035,   108.530,   107.409,   107.697,   108.853,   107.598,   109.502,   110.087,   109.915,   110.421,   110.266,
Temperature, 41125.000,    18.470,    18.455,    18.438,    18.412,    18.388,    18.390,    18.444,    18.487,    18.463,    18.390,    18.314,    18.323,    18.478,    18.523,    18.524,    18.507,    18.499,    18.532,    18.600,    18.918,    19.005,    19.038,    19.184,    18.974,    18.852,    18.848,    18.787,    18.724,
N2                                    , 41125.000,    16.483,    15.987,    16.484,    16.488,    16.507,    16.347,    16.530,    16.525,    16.520,    16.512,    16.501,    16.443,    16.408,    16.375,    16.363,    16.355,    16.317,    16.285,    15.948,    15.613,    15.594,    15.805,    15.648,    15.911,    16.030,    16.045,    16.119,    16.242,
Dissolved_oxygen                      , 41125.000,     9.902,     9.599,     9.894,     9.890,     9.894,     9.797,     9.913,     9.913,     9.906,     9.894,     9.881,     9.846,     9.823,     9.801,     9.792,     9.782,     9.758,     9.740,     9.535,     9.331,     9.318,     9.434,     9.338,     9.482,     9.533,     9.535,     9.597,     9.666,
Oxyg                                  , 41125.000,   110.298,   106.883,   110.111,   110.012,   110.060,   109.106,   110.493,   110.438,   110.196,   109.887,   109.765,   109.725,   109.571,   109.330,   109.205,   109.048,   108.906,   108.807,   107.001,   105.266,   105.377,   106.206,   105.650,   106.547,   106.893,   106.994,   107.553,   108.110,
TDG(                                  , 41125.000,   110.698,   107.316,   110.588,   110.548,   110.664,   109.706,   111.036,   110.962,   110.761,   110.530,   110.457,   110.408,   110.305,   110.070,   109.974,   109.916,   109.789,   110.131,   109.145,   107.196,   107.434,   108.895,   108.232,   109.323,   109.619,   109.670,   110.136,   110.477,
Temperature, 41126.000,    18.550,    18.539,    18.529,    18.513,    18.517,    18.565,    18.681,    18.731,    18.692,    18.605,    18.516,    18.496,    18.543,    18.504,    18.491,    18.472,    18.458,    18.512,    18.561,    18.855,    18.962,    18.960,    19.105,    18.930,    18.865,    18.877,    18.801,    18.727,
N2                                    , 41126.000,    16.521,    16.011,    16.501,    16.482,    16.466,    16.254,    16.409,    16.390,    16.380,    16.389,    16.414,    16.427,    16.436,    16.419,    16.415,    16.413,    16.363,    16.382,    16.036,    15.709,    15.713,    15.902,    15.723,    15.904,    15.954,    15.956,    16.004,    16.141,
Dissolved_oxygen                      , 41126.000,     9.933,     9.620,     9.904,     9.886,     9.872,     9.751,     9.851,     9.839,     9.826,     9.819,     9.826,     9.833,     9.838,     9.826,     9.822,     9.816,     9.785,     9.795,     9.582,     9.382,     9.384,     9.484,     9.373,     9.475,     9.494,     9.486,     9.530,     9.610,
Oxyg                                  , 41126.000,   111.135,   107.607,   110.758,   110.561,   110.527,   109.437,   110.671,   110.445,   110.098,   109.830,   109.865,   110.045,   110.013,   109.876,   109.816,   109.642,   109.510,   109.645,   107.695,   106.043,   106.222,   106.945,   106.194,   106.783,   106.813,   106.791,   107.123,   107.778,
TDG(                                  , 41126.000,   111.523,   108.046,   111.294,   111.159,   111.146,   109.973,   111.148,   110.937,   110.669,   110.520,   110.627,   110.957,   110.860,   110.824,   110.820,   110.819,   110.625,   111.331,   110.170,   108.438,   108.816,   110.151,   109.196,   110.181,   110.117,   109.933,   110.074,   110.501,
Temperature, 41127.000,    18.420,    18.413,    18.412,    18.412,    18.446,    18.530,    18.705,    18.791,    18.777,    18.726,    18.700,    18.734,    18.826,    18.778,    18.721,    18.718,    18.695,    18.638,    18.658,    18.909,    18.953,    18.906,    19.071,    18.912,    18.868,    18.888,    18.817,    18.748,
N2                                    , 41127.000,    16.496,    15.992,    16.495,    16.487,    16.485,    16.285,    16.450,    16.435,    16.416,    16.397,    16.372,    16.319,    16.305,    16.308,    16.302,    16.323,    16.326,    16.358,    16.096,    15.811,    15.806,    15.978,    15.771,    15.959,    15.991,    15.961,    15.991,    16.047,
Dissolved_oxygen                      , 41127.000,     9.911,     9.602,     9.897,     9.887,     9.881,     9.767,     9.875,     9.868,     9.849,     9.825,     9.806,     9.775,     9.763,     9.761,     9.755,     9.761,     9.760,     9.779,     9.618,     9.441,     9.437,     9.530,     9.390,     9.497,     9.513,     9.491,     9.525,     9.560,
Oxyg                                  , 41127.000,   110.618,   107.166,   110.458,   110.418,   110.542,   109.661,   111.070,   110.956,   110.625,   110.295,   110.167,   110.017,   109.780,   109.652,   109.608,   109.557,   109.515,   109.676,   108.182,   106.701,   106.712,   107.371,   106.354,   107.032,   107.047,   106.871,   107.112,   107.310,
TDG(                                  , 41127.000,   111.082,   107.675,   111.044,   111.050,   111.201,   110.241,   111.561,   111.434,   111.178,   111.042,   110.866,   110.788,   110.698,   110.518,   110.536,   110.763,   110.784,   111.922,   111.145,   109.600,   109.851,   111.067,   109.849,   111.026,   110.922,   110.589,   110.710,   110.500,
Temperature, 41128.000,    18.300,    18.301,    18.317,    18.337,    18.370,    18.428,    18.585,    18.668,    18.656,    18.648,    18.671,    18.755,    18.918,    18.927,    18.899,    18.932,    18.921,    18.932,    18.906,    19.082,    19.109,    18.993,    19.133,    18.888,    18.849,    18.923,    18.857,    18.789,
N2                                    , 41128.000,    16.543,    16.029,    16.510,    16.491,    16.493,    16.298,    16.447,    16.418,    16.394,    16.385,    16.385,    16.350,    16.327,    16.306,    16.277,    16.277,    16.238,    16.253,    16.103,    15.845,    15.813,    15.998,    15.839,    16.016,    16.016,    15.972,    16.030,    16.069,
Dissolved_oxygen                      , 41128.000,     9.960,     9.643,     9.930,     9.913,     9.908,     9.789,     9.883,     9.860,     9.834,     9.815,     9.812,     9.795,     9.777,     9.762,     9.743,     9.737,     9.714,     9.719,     9.621,     9.463,     9.440,     9.544,     9.428,     9.521,     9.519,     9.495,     9.542,     9.572,
Oxyg                                  , 41128.000,   110.626,   107.138,   110.370,   110.263,   110.330,   109.358,   110.592,   110.315,   109.998,   109.833,   109.994,   110.156,   110.003,   109.781,   109.676,   109.505,   109.355,   109.277,   108.349,   107.008,   106.680,   107.353,   106.447,   106.980,   106.896,   106.726,   107.107,   107.272,
TDG(                                  , 41128.000,   111.197,   107.754,   111.024,   110.958,   111.079,   110.096,   111.288,   111.052,   110.843,   110.957,   110.978,   111.319,   111.191,   110.995,   111.168,   110.980,   110.764,   111.317,   111.569,   110.345,   110.269,   111.587,   110.495,   111.691,   111.673,   111.090,   111.484,   111.317,
Temperature, 41129.000,    18.207,    18.194,    18.206,    18.235,    18.283,    18.369,    18.543,    18.615,    18.616,    18.607,    18.618,    18.686,    18.875,    18.889,    18.999,    18.967,    19.005,    19.042,    19.054,    19.223,    19.231,    19.110,    19.284,    19.015,    18.944,    19.013,    18.928,    18.843,
N2                                    , 41129.000,    16.521,    16.018,    16.509,    16.495,    16.492,    16.294,    16.457,    16.440,    16.423,    16.411,    16.397,    16.334,    16.312,    16.274,    16.280,    16.279,    16.255,    16.274,    16.140,    15.951,    15.896,    15.990,    15.798,    15.994,    16.012,    15.966,    16.030,    16.090,
Dissolved_oxygen                      , 41129.000,     9.945,     9.631,     9.917,     9.903,     9.897,     9.790,     9.899,     9.889,     9.869,     9.849,     9.837,     9.793,     9.770,     9.741,     9.742,     9.736,     9.724,     9.732,     9.642,     9.527,     9.492,     9.534,     9.402,     9.507,     9.512,     9.484,     9.534,     9.575,
Oxyg                                  , 41129.000,   110.753,   107.281,   110.534,   110.482,   110.620,   109.798,   111.198,   111.084,   110.834,   110.635,   110.658,   110.571,   110.368,   110.304,   110.287,   110.209,   110.268,   110.280,   109.429,   108.512,   108.034,   108.087,   106.972,   107.556,   107.509,   107.280,   107.658,   107.916,
TDG(                                  , 41129.000,   111.294,   107.904,   111.250,   111.245,   111.402,   110.477,   111.745,   111.637,   111.475,   111.632,   111.434,   112.110,   111.752,   112.158,   111.841,   112.348,   112.021,   112.543,   112.704,   112.104,   111.970,   112.677,   111.161,   112.526,   112.760,   112.421,   112.775,   112.692,
Temperature, 41130.000,    18.096,    18.072,    18.059,    18.042,    18.051,    18.111,    18.281,    18.387,    18.420,    18.431,    18.471,    18.567,    18.723,    18.782,    18.834,    18.827,    18.920,    18.968,    19.048,    19.256,    19.199,    19.071,    19.245,    19.095,    19.040,    19.068,    19.009,    18.940,
N2                                    , 41130.000,    16.712,    16.203,    16.700,    16.683,    16.670,    16.410,    16.506,    16.443,    16.411,    16.403,    16.396,    16.358,    16.329,    16.296,    16.290,    16.263,    16.230,    16.225,    16.134,    16.026,    16.007,    16.069,    15.842,    15.989,    16.015,    15.951,    15.988,    16.027,
Dissolved_oxygen                      , 41130.000,    10.026,     9.711,    10.000,     9.984,     9.976,     9.843,     9.920,     9.883,     9.853,     9.836,     9.834,     9.816,     9.794,     9.769,     9.764,     9.740,     9.715,     9.708,     9.629,     9.566,     9.548,     9.563,     9.433,     9.509,     9.515,     9.479,     9.505,     9.531,
Oxyg                                  , 41130.000,   110.566,   107.063,   110.210,   110.053,   110.111,   109.016,   110.110,   109.767,   109.455,   109.365,   109.557,   109.696,   109.598,   109.455,   109.394,   109.267,   109.220,   109.194,   108.552,   108.098,   107.776,   107.612,   106.697,   107.022,   106.902,   106.612,   106.781,   106.903,
TDG(                                  , 41130.000,   111.060,   107.625,   110.869,   110.760,   110.804,   109.484,   110.395,   110.044,   109.829,   109.843,   109.998,   110.123,   110.133,   110.194,   110.043,   110.224,   110.277,   110.785,   111.148,   110.949,   111.063,   111.570,   110.095,   110.997,   111.177,   110.832,   111.028,   110.890,
Temperature, 41131.000,    18.038,    18.017,    17.999,    17.987,    18.015,    18.090,    18.235,    18.280,    18.235,    18.185,    18.183,    18.253,    18.462,    18.525,    18.599,    18.611,    18.666,    18.745,    18.927,    19.146,    19.101,    19.014,    19.208,    19.094,    19.038,    19.070,    19.046,    18.991,
N2                                    , 41131.000,    16.718,    16.200,    16.695,    16.683,    16.680,    16.482,    16.648,    16.630,    16.610,    16.586,    16.532,    16.403,    16.349,    16.315,    16.314,    16.307,    16.277,    16.196,    16.076,    16.016,    16.023,    16.070,    15.854,    16.048,    16.075,    16.010,    16.040,    16.065,
Dissolved_oxygen                      , 41131.000,    10.031,     9.717,    10.008,     9.992,     9.985,     9.870,     9.974,     9.958,     9.936,     9.917,     9.895,     9.831,     9.798,     9.775,     9.773,     9.765,     9.749,     9.704,     9.614,     9.565,     9.549,     9.556,     9.438,     9.541,     9.551,     9.519,     9.543,     9.554,
Oxyg                                  , 41131.000,   110.919,   107.404,   110.590,   110.476,   110.575,   109.627,   110.876,   110.602,   110.249,   110.021,   109.938,   109.682,   109.474,   109.393,   109.422,   109.401,   109.465,   109.292,   108.570,   108.266,   108.072,   107.867,   107.148,   107.790,   107.741,   107.519,   107.710,   107.660,
TDG(                                  , 41131.000,   111.299,   107.805,   111.061,   111.019,   111.150,   110.145,   111.359,   111.134,   110.883,   110.725,   110.501,   110.414,   110.182,   110.192,   110.056,   110.226,   110.162,   110.832,   110.719,   110.465,   110.769,   111.417,   110.217,   111.243,   111.349,   111.041,   111.207,   110.995,
